単位[MW平均],,供給力,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/10/1,00:00,5206,801,1082,2642,99,609,0,346,0,323,0,0,0,5,0,-300,0,-400,0,5207
2025/10/1,00:30,5091,801,724,2426,99,605,0,336,0,324,0,0,0,6,0,-229,2,0,0,5094
2025/10/1,01:00,5017,801,513,2263,98,607,0,332,0,323,0,0,0,4,0,-71,0,148,0,5018
2025/10/1,01:30,5066,801,484,2511,96,603,0,332,0,323,0,0,0,3,0,-107,0,20,0,5066
2025/10/1,02:00,4945,802,415,2617,99,601,0,340,0,322,0,0,0,2,0,-304,0,52,0,4946
2025/10/1,02:30,5105,802,506,2695,102,627,0,342,0,323,0,0,0,1,0,-302,0,12,0,5108
2025/10/1,03:00,5175,801,471,2657,101,651,0,339,0,322,0,0,0,1,0,-71,0,-96,0,5176
2025/10/1,03:30,5371,801,469,2669,102,659,0,335,0,322,0,0,0,1,0,58,0,-44,0,5372
2025/10/1,04:00,5459,801,501,2666,102,651,0,346,0,321,0,0,0,1,0,99,0,-28,0,5460
2025/10/1,04:30,5602,801,512,2693,103,653,0,349,0,322,0,0,0,1,0,141,0,28,0,5603
2025/10/1,05:00,5617,801,507,2699,102,653,0,344,0,322,0,0,0,1,0,177,0,12,0,5618
2025/10/1,05:30,5621,801,526,2703,102,659,0,349,0,321,0,0,0,1,0,100,0,60,0,5622
2025/10/1,06:00,5550,801,437,2615,101,649,0,344,0,321,0,35,0,1,0,92,0,156,0,5552
2025/10/1,06:30,5516,801,430,2425,102,647,0,308,0,321,0,395,0,1,0,128,0,-42,0,5516
2025/10/1,07:00,5535,801,399,2350,101,651,63,299,0,321,0,1010,0,1,0,141,0,-540,0,5534
2025/10/1,07:30,5611,801,410,2127,100,641,194,287,0,309,6,1709,0,0,0,-60,0,-712,0,5612
