単位[MW平均],,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力（LNG）,火力（石炭）,火力（石油）,火力（その他）,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/10/1,0:00,12301,4781,3021,2290,0,405,1134,0,361,0,0,0,0,178,4,20,107,12301
2025/10/1,0:30,11757,4781,2958,2202,0,341,1122,0,360,0,0,0,0,-87,6,-32,106,11757
2025/10/1,1:00,11497,4781,3128,2114,0,316,1126,0,360,0,0,0,0,-501,5,64,104,11497
2025/10/1,1:30,11296,4782,3221,2110,0,335,1133,0,359,0,0,1,0,-558,4,-192,101,11296
2025/10/1,2:00,11269,4781,3192,2108,0,339,1082,0,361,0,0,0,0,-557,3,-144,104,11269
2025/10/1,2:30,11485,4782,3421,2106,0,322,1084,0,363,0,0,0,0,-557,3,-144,105,11485
2025/10/1,3:00,11647,4782,3417,2106,0,327,1089,0,363,0,0,1,0,-557,1,8,110,11647
2025/10/1,3:30,11780,4782,3463,2119,0,354,1088,0,362,0,0,1,0,-555,2,56,108,11780
2025/10/1,4:00,11833,4782,3257,2124,0,411,1093,0,362,0,0,1,0,-554,3,242,112,11833
2025/10/1,4:30,11968,4781,3441,2117,0,465,1095,0,362,0,0,2,0,-312,3,-98,112,11968
2025/10/1,5:00,12043,4782,2848,2121,0,469,1163,0,361,0,0,3,0,-426,4,606,112,12043
2025/10/1,5:30,12042,4783,2995,2110,0,450,1159,0,361,0,0,2,0,-752,3,820,111,12042
2025/10/1,6:00,12108,4782,3110,2125,0,476,1179,0,361,85,0,1,0,-745,3,630,101,12108
2025/10/1,6:30,12427,4783,3053,2114,0,455,1172,0,362,386,0,1,0,-603,2,600,102,12427
2025/10/1,7:00,13164,4783,3026,2083,0,450,1031,0,363,943,0,1,0,-244,4,648,76,13164
2025/10/1,7:30,13915,4783,3003,2076,0,458,1042,0,362,1644,0,2,0,-193,3,658,77,13915
2025/10/1,8:00,15220,4782,3272,2088,0,451,923,0,361,2422,0,3,0,53,5,804,56,15220
2025/10/1,8:30,16545,4782,3313,2072,0,474,856,0,361,3220,0,5,0,360,6,1038,58,16545
2025/10/1,9:00,17455,4782,3340,2066,0,454,820,0,359,3647,0,6,0,574,1,1364,42,17455
2025/10/1,9:30,17876,4783,3202,2095,0,481,832,0,360,4022,0,6,0,483,0,1572,40,17876
2025/10/1,10:00,18262,4781,3485,2090,0,466,801,0,360,4336,0,6,0,451,0,1458,28,18262
2025/10/1,10:30,18607,4781,3402,2083,0,481,808,0,361,4482,0,8,0,445,3,1722,31,18607
2025/10/1,11:00,18682,4782,3264,2083,0,507,830,0,361,4661,0,8,0,344,7,1814,21,18682
2025/10/1,11:30,18840,4781,3432,2094,0,464,849,0,361,4733,0,9,0,339,0,1756,22,18840
2025/10/1,12:00,18215,4782,3057,2098,0,399,866,0,361,4655,0,10,0,274,3,1698,12,18215
2025/10/1,12:30,18110,4782,2657,2098,0,385,887,0,361,4647,0,11,0,325,5,1938,14,18110
2025/10/1,13:00,18860,4781,3256,2100,0,394,893,0,359,4431,0,13,0,367,4,2244,18,18860
2025/10/1,13:30,19094,4781,3333,2094,0,453,897,0,359,4118,0,16,0,374,5,2646,18,19094
2025/10/1,14:00,19069,4781,3305,2102,0,494,970,0,360,3611,0,18,0,336,3,3052,37,19069
2025/10/1,14:30,18903,4780,3463,2106,0,483,1011,0,359,3023,0,12,0,340,2,3286,38,18903
2025/10/1,15:00,18649,4778,3677,2103,0,480,1195,0,361,2374,0,10,0,287,5,3306,73,18649
2025/10/1,15:30,18518,4777,3917,2095,0,475,1324,0,361,1662,0,8,0,246,6,3574,73,18518
2025/10/1,16:00,18486,4775,4059,2087,0,476,1706,0,362,1001,0,5,0,478,4,3422,111,18486
2025/10/1,16:30,18158,4778,4110,2090,0,462,1735,0,360,454,0,5,0,795,21,3238,110,18158
2025/10/1,17:00,17633,4779,4081,2103,0,460,1850,0,360,121,0,5,0,1259,15,2476,124,17633
2025/10/1,17:30,17441,4780,4126,2095,0,460,1857,0,360,5,0,4,0,1327,9,2294,124,17441
2025/10/1,18:00,17254,4781,4013,2096,0,454,1855,0,360,0,0,5,0,723,6,2834,127,17254
2025/10/1,18:30,16941,4781,4053,2098,0,456,1871,0,362,0,0,3,0,777,6,2408,126,16941
2025/10/1,19:00,16512,4781,3953,2094,0,441,1686,0,363,0,0,3,0,684,4,2380,123,16512
2025/10/1,19:30,15955,4781,3625,2089,0,429,1667,0,362,0,0,3,0,419,4,2454,122,15955
2025/10/1,20:00,15581,4780,4085,2082,0,427,1539,0,362,0,0,2,0,764,1,1420,119,15581
2025/10/1,20:30,15167,4780,4177,2095,0,428,1474,0,362,0,0,3,0,562,0,1168,118,15167
2025/10/1,21:00,14638,4781,3911,2089,0,431,1419,0,361,0,0,3,0,466,1,1064,112,14638
2025/10/1,21:30,14239,4782,4124,2085,0,427,1393,0,361,0,0,2,0,452,0,500,113,14239
2025/10/1,22:00,13836,4782,4013,2092,0,431,1300,0,360,0,0,2,0,521,0,224,111,13836
2025/10/1,22:30,13474,4783,3928,2092,0,430,1224,0,362,0,0,2,0,339,1,204,109,13474
2025/10/1,23:00,13210,4783,4039,2095,0,434,1074,0,364,0,0,2,0,143,2,166,108,13210
2025/10/1,23:30,12711,4784,3686,2086,0,440,1073,0,362,0,0,2,0,122,2,46,108,12711
2025/10/2,0:00,12173,4784,3193,2072,0,394,1063,0,361,0,0,2,0,260,2,-64,106,12173
2025/10/2,0:30,11605,4784,2768,2091,0,321,1065,0,362,0,0,3,0,-487,2,592,104,11605
2025/10/2,1:00,11280,4784,2702,2103,0,316,1064,0,361,0,0,3,0,-673,0,516,104,11280
2025/10/2,1:30,11111,4783,2627,2087,0,312,1068,0,361,0,0,3,0,-926,0,692,104,11111
2025/10/2,2:00,11085,4785,2502,2084,0,317,1120,0,362,0,0,2,0,-802,3,608,104,11085
