単位[MW平均],,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力（LNG）,火力（石炭）,火力（石油）,火力（その他）,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/6/1,0:00,11623,6559,3064,1276,1,298,1954,0,279,0,0,45,0,-395,0,-1560,102,11623
2024/6/1,0:30,11127,6559,2476,1277,1,307,1960,0,279,0,0,43,0,-526,0,-1348,99,11127
2024/6/1,1:00,10945,6561,2452,1271,1,297,1953,0,278,0,0,36,0,-450,0,-1554,100,10945
2024/6/1,1:30,10763,6560,2267,1267,1,320,1955,0,278,0,0,38,0,-402,0,-1618,97,10763
2024/6/1,2:00,11001,6560,2501,1271,1,309,1954,0,279,0,0,43,0,-410,0,-1608,101,11001
2024/6/1,2:30,11291,6560,2419,1270,1,311,1981,0,282,0,0,43,0,-194,0,-1482,100,11291
2024/6/1,3:00,11628,6561,2690,1267,1,310,2204,0,284,0,0,37,0,-199,0,-1634,107,11628
2024/6/1,3:30,11914,6561,2741,1269,1,310,2219,0,284,0,0,30,0,-190,0,-1418,107,11914
2024/6/1,4:00,11869,6561,2762,1267,1,325,2217,0,284,0,0,27,0,-203,0,-1482,110,11869
2024/6/1,4:30,11830,6562,2964,1271,1,309,2209,0,282,1,0,32,0,-190,0,-1720,109,11830
2024/6/1,5:00,11583,6562,2581,1270,1,318,1939,0,280,82,0,28,0,-194,0,-1390,106,11583
2024/6/1,5:30,11269,6562,2085,1271,1,307,1899,0,279,300,0,28,0,-125,0,-1444,106,11269
2024/6/1,6:00,10933,6562,1637,1272,1,315,1862,0,281,657,0,31,0,-223,0,-1550,88,10933
2024/6/1,6:30,10958,6562,1382,1263,1,308,1830,0,281,1096,0,37,0,-500,0,-1390,88,10958
2024/6/1,7:00,11312,6562,1338,1091,1,299,1806,0,281,1696,0,39,0,-704,0,-1160,63,11312
2024/6/1,7:30,11779,6561,1192,622,1,305,1802,0,281,2276,0,35,0,-883,0,-476,63,11779
2024/6/1,8:00,11701,6560,872,407,1,290,1770,0,271,1589,1303,4,40,-1136,0,1004,69,11701
2024/6/1,8:30,12365,6559,924,409,1,301,1774,0,269,1943,1616,4,42,-704,0,780,105,12365
2024/6/1,9:00,12796,6560,942,405,1,326,1771,0,268,2201,1876,4,41,-430,0,654,94,12796
2024/6/1,9:30,13119,6561,754,408,1,370,1756,0,268,2487,2050,6,33,-929,0,1356,81,13119
2024/6/1,10:00,13104,6561,748,409,1,359,1754,0,270,2755,2319,7,32,-955,0,1128,67,13104
2024/6/1,10:30,13222,6561,737,407,1,369,1754,0,272,2977,2510,8,32,-947,0,1028,55,13222
2024/6/1,11:00,13372,6559,881,407,1,360,1751,0,275,3070,2593,9,32,-843,0,860,42,13372
2024/6/1,11:30,13382,6559,859,407,1,384,1751,0,277,3108,2613,8,32,-829,0,818,39,13382
2024/6/1,12:00,13370,6558,809,409,1,357,1749,0,276,3111,2604,9,32,-901,0,958,34,13370
2024/6/1,12:30,13262,6558,735,409,1,364,1736,0,272,3105,2595,8,32,-897,0,936,35,13262
2024/6/1,13:00,13475,6558,768,405,1,357,1739,0,270,3067,2538,8,45,-871,0,1146,27,13475
2024/6/1,13:30,13357,6556,742,407,1,370,1739,0,270,2944,2412,8,29,-884,0,1188,16,13357
2024/6/1,14:00,13360,6555,772,409,1,373,1742,0,273,2750,2238,7,26,-825,0,1294,9,13360
2024/6/1,14:30,13392,6554,873,409,1,356,1752,0,276,2538,2050,6,24,-821,0,1442,6,13392
2024/6/1,15:00,13399,6554,860,409,1,373,1768,0,276,2247,1823,6,22,-453,0,1348,10,13399
2024/6/1,15:30,13419,6553,888,411,1,355,1798,0,274,1917,1538,5,23,-294,0,1500,11,13419
2024/6/1,16:00,13926,6553,1162,611,1,395,1943,0,282,2774,0,5,0,-290,0,438,52,13926
2024/6/1,16:30,13738,6554,908,1085,1,385,1963,0,280,2062,0,4,0,138,0,306,52,13738
2024/6/1,17:00,13667,6555,1574,1261,1,370,2065,0,280,1344,0,3,0,868,0,-738,84,13667
2024/6/1,17:30,13543,6556,2206,1272,1,383,2083,0,279,753,0,3,0,1256,0,-1332,83,13543
