単位[MW平均],,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力（LNG）,火力（石炭）,火力（石油）,火力（その他）,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/3/1,0:00,14473,5692,3623,3692,1,438,597,0,149,0,0,11,0,-322,0,476,116,14473
2025/3/1,0:30,14065,5693,3422,3576,1,441,584,0,149,0,0,12,0,-285,0,358,114,14065
2025/3/1,1:00,13943,5693,3376,3573,1,444,589,0,149,0,0,9,0,-286,0,278,117,13943
2025/3/1,1:30,13892,5693,3587,3577,1,446,586,0,149,0,0,8,0,-236,0,-34,115,13892
2025/3/1,2:00,14097,5693,3715,3580,1,459,586,0,149,0,0,6,0,-233,0,20,121,14097
2025/3/1,2:30,14319,5692,3797,3573,1,452,598,0,149,0,0,5,0,-140,0,72,120,14319
2025/3/1,3:00,14407,5692,3303,3578,1,455,738,0,149,0,0,4,0,-153,0,516,124,14407
2025/3/1,3:30,14310,5692,3165,3594,1,451,745,0,149,0,0,5,0,-150,0,536,122,14310
2025/3/1,4:00,14162,5692,3106,3598,1,460,745,0,149,0,0,9,0,-151,0,432,121,14162
2025/3/1,4:30,14079,5692,3143,3597,1,462,764,0,149,0,0,5,0,-146,0,290,122,14079
2025/3/1,5:00,13941,5693,2909,3596,1,479,765,0,149,0,0,3,0,-149,0,376,119,13941
2025/3/1,5:30,13852,5693,2769,3600,1,470,794,0,149,0,0,3,0,-143,0,396,120,13852
2025/3/1,6:00,13956,5693,2720,3614,1,468,814,0,149,0,0,3,0,81,0,294,119,13956
2025/3/1,6:30,14272,5693,2937,3610,1,464,818,0,149,37,0,2,0,93,0,350,118,14272
2025/3/1,7:00,14591,5693,2593,3512,1,479,885,0,149,236,0,2,0,33,0,896,112,14591
2025/3/1,7:30,15289,5693,2553,3313,1,462,805,0,149,618,0,2,0,-109,0,1688,114,15289
2025/3/1,8:00,15910,5691,2151,2793,1,467,721,0,149,1019,6,1,0,-282,0,3092,107,15910
2025/3/1,8:30,16312,5692,2237,2345,1,460,675,0,149,1432,14,2,0,-226,0,3440,105,16312
2025/3/1,9:00,16365,5692,1874,2301,1,465,530,0,149,1857,13,2,0,-446,0,3846,94,16365
2025/3/1,9:30,16111,5692,1431,2308,1,459,506,0,149,2352,16,2,0,-836,0,3954,93,16111
2025/3/1,10:00,15779,5692,1015,2306,1,457,472,0,149,2995,20,2,0,-1305,0,3914,81,15779
2025/3/1,10:30,15299,5693,785,2305,1,454,475,0,140,3350,407,3,0,-2620,0,4640,73,15299
2025/3/1,11:00,14950,5693,1110,2306,1,463,474,0,140,3703,630,4,0,-3467,0,4474,49,14950
2025/3/1,11:30,14623,5693,1126,2311,1,467,472,0,140,3974,702,6,0,-3511,0,3894,50,14623
2025/3/1,12:00,14315,5692,981,2316,2,457,480,0,140,4042,781,8,0,-3612,0,3808,1,14315
2025/3/1,12:30,14112,5692,1042,2311,1,458,481,0,140,3971,900,10,0,-3571,0,3574,3,14112
2025/3/1,13:00,13944,5691,947,2312,2,467,460,0,140,3864,912,11,1,-3510,0,3566,-6,13944
2025/3/1,13:30,13839,5691,1062,2309,2,472,464,0,140,3606,1010,12,1,-3365,0,3452,-6,13839
2025/3/1,14:00,13758,5690,967,2314,2,463,465,0,140,3748,558,12,1,-2763,0,2706,14,13758
2025/3/1,14:30,13645,5691,974,2309,2,468,470,0,141,3721,26,13,0,-2413,0,2256,13,13645
2025/3/1,15:00,13404,5691,1331,2303,1,475,483,0,149,3068,22,12,0,-1671,0,1520,42,13404
2025/3/1,15:30,13420,5691,1522,2307,1,478,512,0,149,2261,16,16,0,-822,0,1266,39,13420
2025/3/1,16:00,13441,5692,1662,2672,1,487,660,0,149,1501,0,27,0,-1073,0,1590,73,13441
2025/3/1,16:30,13674,5691,2121,3433,1,476,695,0,149,809,0,24,0,-526,0,726,75,13674
2025/3/1,17:00,13895,5692,2743,3585,1,468,790,0,149,258,0,17,0,-105,0,190,107,13895
2025/3/1,17:30,14428,5691,3018,3578,1,477,898,0,149,29,0,22,0,71,0,388,106,14428
2025/3/1,18:00,15016,5691,3411,3590,1,472,1135,0,149,0,0,26,0,-12,44,390,119,15016
