単位[MW平均],,供給力,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/12/1,00:00,5635,0,511,2394,126,656,0,296,0,278,0,0,0,29,0,175,0,1170,0,5635
2024/12/1,00:30,5447,0,440,2333,128,642,0,292,0,278,0,0,0,39,0,-17,0,1312,0,5447
2024/12/1,01:00,5464,0,515,2368,128,644,0,291,0,278,0,0,0,51,0,17,0,1172,0,5464
2024/12/1,01:30,5375,0,391,2235,127,653,0,289,0,278,0,0,0,43,0,119,0,1240,0,5375
2024/12/1,02:00,5503,0,451,2273,128,644,0,287,0,277,0,0,0,41,0,117,0,1284,0,5502
2024/12/1,02:30,5528,0,420,2300,129,685,0,313,0,277,0,0,0,37,0,4,0,1364,0,5529
2024/12/1,03:00,5828,0,453,2357,129,725,0,318,0,277,0,0,0,38,0,74,0,1456,0,5827
2024/12/1,03:30,5945,0,462,2428,130,704,0,308,0,277,0,0,0,40,0,147,0,1448,0,5944
2024/12/1,04:00,6125,0,485,2495,131,704,0,309,0,276,0,0,0,38,0,123,0,1564,0,6125
2024/12/1,04:30,6241,0,508,2570,130,698,0,305,0,276,0,0,0,39,0,129,0,1588,0,6243
2024/12/1,05:00,6257,0,502,2558,132,698,0,279,0,277,0,0,0,39,0,172,0,1600,0,6257
2024/12/1,05:30,6124,0,437,2498,131,700,0,280,0,277,0,0,0,34,0,167,0,1600,0,6124
2024/12/1,06:00,6045,0,442,2419,131,734,0,289,0,277,0,0,0,30,0,171,0,1552,0,6045
2024/12/1,06:30,6082,0,534,2377,131,711,0,292,0,277,0,0,0,29,0,184,0,1548,0,6083
2024/12/1,07:00,6164,0,548,2559,131,700,0,278,0,277,0,45,0,27,0,211,0,1388,0,6164
2024/12/1,07:30,6127,0,569,2552,129,709,0,270,0,277,0,326,0,24,0,285,0,986,0,6127
2024/12/1,08:00,6275,0,617,2477,131,699,14,281,0,277,0,742,0,23,0,290,0,738,0,6275
2024/12/1,08:30,6233,0,545,2288,128,686,66,303,0,276,0,1213,0,18,0,1,0,774,0,6232
2024/12/1,09:00,6064,0,571,2005,128,599,165,313,0,275,1,1774,0,13,0,-587,0,974,0,6065
2024/12/1,09:30,5769,0,732,1633,126,503,320,344,0,270,6,2293,0,14,0,-1149,0,1004,0,5770
2024/12/1,10:00,5575,0,662,1465,127,421,419,304,0,258,18,2927,0,12,0,-947,0,346,0,5575
2024/12/1,10:30,5466,0,733,1447,127,424,431,291,0,251,25,3343,0,7,0,-1099,0,-60,0,5464
2024/12/1,11:00,5464,0,593,1339,126,423,446,291,0,250,25,3523,0,8,0,-1059,0,-30,0,5464
2024/12/1,11:30,5407,0,724,1290,127,413,446,288,0,250,25,3287,217,11,0,-1233,0,250,0,5407
2024/12/1,12:00,5443,0,681,1308,129,421,446,276,0,250,25,2781,737,10,0,-1152,0,740,0,5444
2024/12/1,12:30,5470,0,698,1419,128,409,446,278,0,250,25,2559,661,12,0,-1156,0,872,0,5469
2024/12/1,13:00,5514,0,713,1481,130,415,446,290,0,250,25,2309,422,12,0,-1064,0,978,0,5514
2024/12/1,13:30,5396,0,624,1595,127,410,446,331,0,250,25,2136,164,13,0,-823,0,732,0,5395
2024/12/1,14:00,5442,0,599,1793,129,454,538,342,0,257,17,1898,0,11,0,-549,0,508,0,5442
2024/12/1,14:30,5389,0,662,1924,131,575,381,305,0,268,6,1662,0,7,0,-305,0,160,0,5389
2024/12/1,15:00,5547,0,718,2052,131,656,151,305,0,273,1,1316,0,3,0,-114,0,206,0,5546
2024/12/1,15:30,5698,0,601,2202,130,711,75,310,0,274,0,899,0,2,0,77,0,492,0,5698
2024/12/1,16:00,5802,0,545,2446,133,735,20,317,0,275,0,442,0,2,0,224,0,684,0,5803
2024/12/1,16:30,5874,0,506,2553,131,728,0,325,0,275,0,68,0,2,0,75,1,1210,0,5874
2024/12/1,17:00,6150,0,456,2495,132,748,0,340,0,276,0,0,0,5,0,458,1,1240,0,6151
2024/12/1,17:30,6328,0,455,2487,134,728,0,345,0,276,0,0,0,5,0,662,1,1236,0,6329
2024/12/1,18:00,6419,0,459,2381,133,757,0,348,0,276,0,0,0,5,0,221,1,1838,0,6419
2024/12/1,18:30,6387,0,433,2361,135,732,0,368,0,276,0,0,0,5,0,326,1,1750,0,6387
2024/12/1,19:00,6410,0,405,2441,133,731,0,375,0,277,0,0,0,7,0,425,1,1616,0,6411
2024/12/1,19:30,6412,0,408,2509,134,729,0,392,0,277,0,0,0,9,0,422,1,1532,0,6413
2024/12/1,20:00,6258,0,487,2399,132,746,0,373,0,276,0,0,0,10,0,174,1,1660,0,6258
2024/12/1,20:30,6261,0,691,2454,133,730,0,369,0,277,0,0,0,13,0,156,1,1438,0,6262
2024/12/1,21:00,6124,0,618,2457,131,742,0,348,0,278,0,0,0,13,0,121,1,1416,0,6125
2024/12/1,21:30,6011,0,655,2423,129,732,0,347,0,277,0,0,0,16,0,162,1,1270,0,6012
2024/12/1,22:00,5761,0,645,2455,126,749,0,350,0,277,0,0,0,18,0,157,1,982,0,5760
