単位[MW平均],,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力（LNG）,火力（石炭）,火力（石油）,火力（その他）,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/12/1,0:00,12600,5773,3480,2388,3,446,658,0,156,0,0,51,0,-360,0,-90,95,12600
2024/12/1,0:30,12145,5774,3117,2349,3,447,657,0,154,0,0,51,0,-477,0,-24,94,12145
2024/12/1,1:00,11900,5773,3104,2394,3,453,656,0,152,0,0,60,0,-406,0,-386,97,11900
2024/12/1,1:30,11978,5774,3182,2400,3,451,657,0,150,0,0,55,0,-405,0,-384,95,11978
2024/12/1,2:00,12017,5773,3237,2380,3,463,658,0,150,0,0,55,0,-404,0,-402,104,12017
2024/12/1,2:30,12344,5773,3601,2390,3,457,658,0,150,0,0,51,0,-404,0,-438,103,12344
2024/12/1,3:00,12651,5773,3814,2386,3,461,661,0,150,0,0,63,0,-428,0,-344,112,12651
2024/12/1,3:30,12760,5774,3811,2324,3,457,667,0,150,0,0,61,0,-330,0,-268,111,12760
2024/12/1,4:00,12855,5773,4054,2345,3,461,729,0,150,0,0,52,0,-317,0,-514,119,12855
2024/12/1,4:30,12897,5774,4225,2383,3,454,708,0,150,0,0,53,0,-308,0,-660,115,12897
2024/12/1,5:00,12888,5774,4071,2386,3,468,709,0,150,0,0,50,0,-314,0,-522,113,12888
2024/12/1,5:30,12683,5774,3987,2387,3,462,705,0,150,0,0,40,0,-305,0,-630,110,12683
2024/12/1,6:00,12694,5775,4016,2394,3,479,624,0,150,0,0,30,0,-317,0,-570,110,12694
2024/12/1,6:30,12825,5776,4067,2373,3,468,637,0,150,1,0,33,0,-317,0,-476,110,12825
2024/12/1,7:00,12922,5776,4062,2306,4,471,697,0,150,112,0,38,0,-303,0,-490,99,12922
2024/12/1,7:30,13247,5777,3756,2298,4,470,705,0,150,466,0,35,0,-217,0,-296,99,13247
2024/12/1,8:00,13528,5778,3414,2295,4,471,701,0,150,1065,0,33,0,-189,0,-260,66,13528
2024/12/1,8:30,13665,5777,2946,2346,4,466,705,0,150,1696,0,30,0,-196,0,-324,65,13665
2024/12/1,9:00,13792,5775,2409,2371,4,480,622,0,150,2355,0,24,0,-480,0,44,38,13792
2024/12/1,9:30,13729,5775,1940,2374,4,482,607,0,150,2988,0,19,0,-594,0,-58,42,13729
2024/12/1,10:00,13637,5775,1676,2271,4,450,601,0,150,3544,0,20,0,-1014,0,114,46,13637
2024/12/1,10:30,13406,5775,1698,2218,4,460,597,0,150,3871,0,16,0,-1678,0,248,47,13406
2024/12/1,11:00,13163,5775,1790,2141,4,451,562,0,150,4026,0,19,0,-2031,0,250,26,13163
2024/12/1,11:30,13202,5773,2151,1899,4,445,560,0,150,4066,0,18,0,-2263,0,374,25,13202
2024/12/1,12:00,13054,5774,2296,1883,4,449,559,0,150,3992,0,16,0,-2105,0,22,14,13054
2024/12/1,12:30,12995,5774,2333,1729,4,447,559,0,150,3775,0,15,0,-1611,0,-192,12,12995
2024/12/1,13:00,13051,5775,2228,1573,4,447,557,0,150,3354,0,15,0,-1130,0,54,24,13051
2024/12/1,13:30,12995,5773,2052,1688,4,447,553,0,150,2826,0,15,0,-622,0,84,25,12995
2024/12/1,14:00,13130,5775,2303,1669,4,445,573,0,150,2270,0,14,0,-392,0,266,53,13130
2024/12/1,14:30,12896,5773,2090,1705,4,455,595,0,150,1659,0,10,0,-177,0,578,54,12896
2024/12/1,15:00,13033,5773,2461,1864,4,450,647,0,150,1092,0,9,0,-182,0,676,89,13033
2024/12/1,15:30,13170,5775,2885,2090,4,476,658,0,150,594,0,8,0,-190,0,630,90,13170
2024/12/1,16:00,13469,5775,3711,2213,4,482,867,0,150,212,0,7,0,-185,0,122,111,13469
2024/12/1,16:30,14127,5773,4956,2228,4,578,927,0,150,13,0,8,0,-60,0,-560,110,14127
2024/12/1,17:00,14868,5773,5178,2210,4,689,1126,0,150,0,0,6,0,234,0,-622,120,14868
2024/12/1,17:30,15284,5773,5417,2235,4,701,1154,0,150,0,0,4,0,231,0,-506,121,15284
2024/12/1,18:00,15403,5773,5870,2285,4,680,1232,0,150,0,0,2,0,398,0,-1114,123,15403
2024/12/1,18:30,15433,5773,6013,2269,4,678,1267,0,150,0,0,3,0,328,0,-1176,124,15433
2024/12/1,19:00,15534,5773,5768,2270,4,675,1296,0,150,0,0,3,0,357,0,-886,124,15534
2024/12/1,19:30,15418,5774,5404,2256,4,676,1339,0,150,0,0,2,0,350,0,-656,119,15418
2024/12/1,20:00,15343,5774,5431,2265,3,674,1334,0,150,0,0,2,0,241,0,-654,123,15343
2024/12/1,20:30,15096,5774,5181,2290,3,666,1323,0,150,0,0,2,0,238,0,-654,123,15096
2024/12/1,21:00,14843,5775,5285,2282,3,555,1118,0,150,0,0,1,0,253,0,-698,119,14843
2024/12/1,21:30,14407,5775,4767,2261,3,454,1110,0,150,0,0,1,0,237,0,-470,119,14407
2024/12/1,22:00,13981,5776,4190,2274,5,428,1043,0,150,0,0,2,0,248,0,-248,113,13981
2024/12/1,22:30,13454,5775,4100,2319,5,435,851,0,150,0,0,1,0,-168,0,-128,114,13454
2024/12/1,23:00,13245,5775,3702,2315,5,426,786,0,150,0,0,1,0,-175,0,148,112,13245
2024/12/1,23:30,12692,5775,3296,2330,5,433,801,0,150,0,0,2,0,-186,0,-24,110,12692
2024/12/2,0:00,12209,5775,2675,2248,4,433,956,0,150,0,0,1,0,-181,0,40,108,12209
2024/12/2,0:30,11858,5775,2770,2188,4,432,976,0,150,0,0,1,0,-474,0,-72,108,11858
2024/12/2,1:00,11660,5775,2961,2140,4,430,1014,0,150,0,0,0,0,-591,0,-334,111,11660
2024/12/2,1:30,11763,5774,3082,2174,4,438,1047,0,150,0,0,0,0,-606,0,-408,108,11763
2024/12/2,2:00,11977,5774,2973,2120,4,439,1056,0,150,0,0,0,0,-372,0,-280,113,11977
2024/12/2,2:30,12306,5774,2849,2159,4,436,1047,0,150,0,0,0,0,-175,0,-50,112,12306
2024/12/2,3:00,12692,5773,3201,2318,4,437,1043,0,150,0,0,0,0,-179,0,-174,119,12692
2024/12/2,3:30,12804,5774,3414,2457,4,447,1042,0,150,0,0,0,0,-195,0,-406,117,12804
2024/12/2,4:00,13014,5773,3470,2659,4,439,1050,0,149,0,0,0,0,-197,0,-454,121,13014
2024/12/2,4:30,13017,5773,3454,2844,4,437,1041,0,150,0,0,1,0,-186,0,-622,121,13017
2024/12/2,5:00,13277,5774,3927,2943,4,434,982,0,150,0,0,0,0,-191,0,-864,118,13277
2024/12/2,5:30,13359,5774,4099,2947,4,435,984,0,150,0,0,1,0,-191,0,-964,120,13359
2024/12/2,6:00,14127,5774,4828,2945,3,433,1270,0,150,0,0,2,0,-200,0,-1202,124,14127
2024/12/2,6:30,14893,5774,5407,2948,3,433,1282,0,150,1,0,1,0,-180,0,-1046,120,14893
2024/12/2,7:00,15630,5774,5760,2947,4,448,1395,0,150,120,0,1,0,-192,0,-892,115,15630
2024/12/2,7:30,16359,5774,5794,2942,4,454,1408,0,150,488,0,1,0,-178,0,-594,116,16359
2024/12/2,8:00,17100,5773,5777,2969,4,463,1330,0,150,1091,0,1,0,-171,0,-378,91,17100
2024/12/2,8:30,17827,5773,5294,2972,4,473,1289,0,150,1798,0,2,0,-184,0,170,86,17827
2024/12/2,9:00,18176,5774,4533,2952,4,474,1022,0,150,2525,0,3,0,-3,0,688,54,18176
2024/12/2,9:30,18238,5774,3663,2926,4,471,1010,0,150,3158,0,4,0,-100,0,1124,54,18238
2024/12/2,10:00,17929,5774,3015,2938,4,465,909,0,150,3660,0,5,0,-177,0,1156,30,17929
2024/12/2,10:30,17767,5774,2661,2893,4,469,896,0,150,4014,0,5,0,-195,0,1064,32,17767
2024/12/2,11:00,17487,5774,2712,2810,4,503,880,0,150,4194,0,6,0,-270,0,700,24,17487
2024/12/2,11:30,17265,5774,2950,2832,4,473,884,0,150,4214,0,5,0,-530,0,484,25,17265
2024/12/2,12:00,16395,5775,2459,2797,4,482,879,0,150,4107,0,6,0,-655,0,370,21,16395
2024/12/2,12:30,16137,5773,2670,2793,4,474,890,0,150,3955,0,6,0,-939,0,342,19,16137
2024/12/2,13:00,16652,5774,3075,2865,4,476,923,0,150,3656,0,6,0,-877,0,568,32,16652
2024/12/2,13:30,16595,5774,3111,2911,4,482,937,0,150,3253,0,5,0,-462,0,394,36,16595
2024/12/2,14:00,16481,5774,3397,2970,4,489,1057,0,150,2700,0,4,0,-206,0,84,58,16481
2024/12/2,14:30,16390,5774,4412,2973,4,494,1061,0,150,2042,0,4,0,-59,0,-524,59,16390
2024/12/2,15:00,16338,5773,5055,2867,4,523,1169,0,150,1331,0,3,0,198,0,-830,95,16338
2024/12/2,15:30,16567,5773,5541,2812,4,598,1173,0,150,694,0,2,0,370,0,-644,94,16567
2024/12/2,16:00,16866,5773,6032,2800,4,694,1470,0,150,230,0,1,0,479,0,-892,125,16866
2024/12/2,16:30,17137,5773,6539,2838,4,712,1455,0,150,12,0,1,0,585,0,-1052,120,17137
2024/12/2,17:00,17383,5773,6635,2915,4,718,1472,0,150,0,0,1,0,532,1,-946,128,17383
2024/12/2,17:30,17493,5773,6509,2948,4,705,1480,0,150,0,0,1,0,522,1,-730,130,17493
2024/12/2,18:00,17372,5773,6393,2878,4,710,1486,0,150,0,0,2,0,503,1,-658,130,17372
2024/12/2,18:30,17229,5772,6642,2825,4,700,1468,0,150,0,0,2,0,420,1,-882,127,17229
2024/12/2,19:00,17007,5773,6419,2808,4,728,1391,0,150,0,0,2,0,423,1,-820,128,17007
2024/12/2,19:30,16666,5773,6263,2811,4,696,1307,0,150,0,0,2,0,398,1,-866,127,16666
2024/12/2,20:00,16381,5773,6194,2807,4,699,1184,0,150,0,0,2,0,237,1,-796,126,16381
2024/12/2,20:30,16205,5773,6017,2827,4,695,1164,0,150,0,0,3,0,236,0,-788,124,16205
2024/12/2,21:00,15905,5773,5713,2807,5,714,960,0,150,0,0,4,0,238,0,-578,119,15905
2024/12/2,21:30,15530,5773,5224,2848,5,637,932,0,150,0,0,5,0,178,0,-342,120,15530
2024/12/2,22:00,14993,5773,5067,2890,5,500,853,0,150,0,0,7,0,-148,0,-218,114,14993
2024/12/2,22:30,14596,5773,4559,2873,5,441,847,0,150,0,0,6,0,-168,0,-2,112,14596
2024/12/2,23:00,14350,5774,4270,2893,5,441,834,0,150,0,0,5,0,-180,0,48,110,14350
2024/12/2,23:30,13827,5774,3862,2884,5,443,831,0,150,0,0,6,0,-326,0,90,108,13827
2024/12/3,0:00,13157,5773,3233,2914,5,441,836,0,150,0,0,7,0,-312,0,6,104,13157
2024/12/3,0:30,12823,5773,2811,2904,5,453,833,0,150,0,0,6,0,-338,0,122,104,12823
2024/12/3,1:00,12623,5773,2872,2872,5,459,831,0,150,0,0,5,0,-313,0,-138,107,12623
2024/12/3,1:30,12722,5772,3014,2883,5,444,832,0,150,0,0,5,0,-320,0,-170,107,12722
2024/12/3,2:00,12859,5772,3166,2865,4,459,828,0,150,0,0,3,0,-331,0,-172,115,12859
2024/12/3,2:30,13315,5772,3707,2854,4,446,823,0,150,0,0,3,0,-322,0,-236,114,13315
2024/12/3,3:00,13497,5772,3581,2884,4,460,972,0,150,0,0,2,0,-331,0,-118,121,13497
2024/12/3,3:30,13714,5772,3780,2944,4,448,993,0,150,0,0,1,0,-164,0,-334,120,13714
2024/12/3,4:00,13700,5772,3659,2927,4,459,1019,0,150,0,0,1,0,-203,0,-208,120,13700
2024/12/3,4:30,13812,5772,3826,2932,4,459,1018,0,150,0,0,0,0,-191,0,-280,122,13812
2024/12/3,5:00,13797,5772,3884,2942,4,461,1028,0,149,0,0,0,0,-189,0,-376,122,13797
2024/12/3,5:30,13952,5772,4376,2962,4,460,1034,0,150,0,0,0,0,-166,0,-760,120,13952
2024/12/3,6:00,14425,5772,4540,2985,4,462,1301,0,150,0,0,0,0,-189,0,-722,122,14425
2024/12/3,6:30,15076,5772,5168,2975,4,473,1319,0,150,1,0,1,0,-97,0,-808,118,15076
2024/12/3,7:00,15778,5772,5600,2892,4,451,1309,0,150,108,0,2,0,141,0,-764,113,15778
2024/12/3,7:30,16322,5773,5318,2821,4,467,1285,0,150,459,0,5,0,223,0,-296,113,16322
2024/12/3,8:00,17282,5771,5482,2817,4,463,1239,0,150,1050,0,11,0,403,0,-196,88,17282
2024/12/3,8:30,17842,5771,4764,2801,4,476,1198,0,150,1731,0,13,0,352,0,494,88,17842
2024/12/3,9:00,18116,5772,4445,2833,4,466,880,0,150,2403,0,13,0,358,0,740,52,18116
2024/12/3,9:30,18074,5772,3649,2845,4,483,865,0,150,3036,0,8,0,357,0,852,53,18074
2024/12/3,10:00,17885,5772,3356,2865,4,476,849,0,150,3466,0,6,0,-6,0,914,33,17885
2024/12/3,10:30,17663,5772,3297,2887,4,487,861,0,150,3798,0,6,0,-176,0,544,33,17663
2024/12/3,11:00,17492,5771,2911,2817,4,486,848,0,150,3932,0,6,0,-337,0,880,24,17492
2024/12/3,11:30,17223,5771,2974,2894,4,496,855,0,150,3992,0,6,0,-667,0,724,24,17223
