単位[MW平均],,,供給力
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/3/1,0:00,3191,0,340,1958,43,3,369,0,63,0,0,29,0,0,0,350,36,3191
2025/3/1,0:30,3201,0,372,1879,30,3,380,0,63,0,0,28,0,0,0,408,38,3201
2025/3/1,1:00,3229,0,400,1846,0,3,370,0,63,0,0,27,0,0,0,484,36,3229
2025/3/1,1:30,3321,0,218,2126,0,3,299,0,64,0,0,25,0,0,0,550,36,3321
2025/3/1,2:00,3388,0,225,2168,0,3,312,0,63,0,0,20,0,0,0,560,38,3388
2025/3/1,2:30,3459,0,253,2164,0,2,351,0,63,0,0,15,0,0,0,574,36,3459
2025/3/1,3:00,3518,0,292,2174,0,2,410,0,63,0,0,13,0,0,0,528,36,3518
2025/3/1,3:30,3511,0,315,2173,0,3,425,0,63,0,0,12,0,0,0,484,36,3511
2025/3/1,4:00,3518,0,368,2171,0,3,470,0,63,0,0,12,0,0,0,394,38,3518
2025/3/1,4:30,3469,0,333,2171,0,5,540,0,63,0,0,13,0,0,0,308,36,3469
2025/3/1,5:00,3458,0,311,2171,0,4,614,0,63,0,0,13,0,0,0,248,36,3458
2025/3/1,5:30,3398,0,335,2175,0,2,625,0,63,0,0,15,0,0,0,146,36,3398
2025/3/1,6:00,3371,0,306,2169,0,2,630,0,62,0,0,14,0,0,0,150,38,3371
2025/3/1,6:30,3353,0,337,2167,0,2,589,0,63,25,0,14,0,0,0,120,36,3353
2025/3/1,7:00,3269,0,206,2157,0,2,513,0,63,109,0,14,0,0,0,168,36,3269
2025/3/1,7:30,3220,0,183,2130,0,2,497,0,62,244,0,14,0,0,0,52,36,3220
2025/3/1,8:00,3171,0,143,2024,0,2,395,0,62,389,0,10,0,0,0,108,38,3171
2025/3/1,8:30,3179,0,124,2080,0,2,349,0,62,543,0,8,0,0,0,-26,36,3179
2025/3/1,9:00,3140,0,126,2056,0,3,327,0,62,685,0,7,0,0,0,-162,36,3140
2025/3/1,9:30,3088,0,124,1694,0,4,287,0,63,817,0,5,0,0,0,58,36,3088
2025/3/1,10:00,3023,0,126,1610,0,4,260,0,62,906,0,4,0,0,0,12,38,3023
2025/3/1,10:30,2975,0,126,1536,0,8,254,0,62,992,0,3,0,0,0,-42,36,2975
2025/3/1,11:00,2947,0,123,1645,0,14,263,0,62,1035,0,3,0,0,0,-234,36,2947
2025/3/1,11:30,2919,0,119,1521,0,14,253,0,62,1060,0,2,0,0,0,-148,36,2919
2025/3/1,12:00,2839,0,118,1349,0,9,282,0,61,1042,0,1,0,0,0,-62,38,2839
2025/3/1,12:30,2768,0,120,1213,0,4,287,0,62,985,0,0,0,0,0,60,37,2768
2025/3/1,13:00,2725,0,119,1240,0,4,276,0,62,937,0,0,0,0,0,50,36,2725
2025/3/1,13:30,2698,0,119,1351,0,3,264,0,62,814,0,1,0,0,0,48,37,2698
2025/3/1,14:00,2650,0,119,1488,0,4,267,0,62,698,0,1,0,0,0,-28,38,2650
2025/3/1,14:30,2639,0,120,1439,0,4,268,0,62,630,0,0,0,0,0,78,37,2639
2025/3/1,15:00,2638,0,121,1542,0,4,270,0,62,452,0,1,0,0,0,150,36,2638
2025/3/1,15:30,2627,0,121,1677,0,9,374,0,62,358,0,1,0,0,0,-14,39,2627
2025/3/1,16:00,2665,0,143,1891,0,9,610,0,62,259,0,1,0,0,0,-350,38,2665
2025/3/1,16:30,2726,0,168,2128,0,9,405,0,63,140,0,1,0,0,0,-226,39,2726
2025/3/1,17:00,2791,0,172,2165,0,10,468,0,63,50,0,2,0,0,0,-178,38,2791
2025/3/1,17:30,2873,0,166,2102,0,10,487,0,63,13,0,2,0,0,0,-8,38,2873
2025/3/1,18:00,2979,0,181,2169,0,9,618,0,63,0,0,2,0,0,0,-100,36,2979
2025/3/1,18:30,3009,0,181,2159,0,8,595,0,63,1,0,1,0,0,0,-38,38,3009
2025/3/1,19:00,2997,0,168,2166,0,6,634,0,63,0,0,0,0,0,0,-80,38,2997
2025/3/1,19:30,2972,0,172,2173,0,6,646,0,63,1,0,0,0,0,0,-126,38,2972
2025/3/1,20:00,2940,0,216,2170,0,6,683,0,63,0,0,1,0,0,0,-236,38,2940
2025/3/1,20:30,2925,0,210,2178,0,5,635,0,63,1,0,3,0,0,0,-208,38,2925
2025/3/1,21:00,2878,0,257,2171,0,5,476,0,63,0,0,6,0,0,0,-138,38,2878
2025/3/1,21:30,2833,0,212,2178,0,5,397,0,63,0,0,11,0,0,0,-72,38,2833
2025/3/1,22:00,2819,0,201,2173,0,5,382,0,63,0,0,9,0,0,0,-60,46,2819
2025/3/1,22:30,2788,0,270,2173,0,6,363,0,63,0,0,11,0,0,0,-134,36,2788
2025/3/1,23:00,2788,0,276,2178,0,5,349,0,62,0,0,17,0,0,0,-136,36,2788
2025/3/1,23:30,2713,0,220,2176,0,5,293,0,65,0,0,21,0,0,0,-104,38,2713
2025/3/2,0:00,2669,0,172,2129,0,4,313,0,63,0,0,26,0,0,0,-76,38,2669
2025/3/2,0:30,2654,0,168,2109,0,4,313,0,63,0,0,29,0,0,0,-68,36,2654
2025/3/2,1:00,2695,0,208,2167,0,5,329,0,63,0,0,29,0,0,0,-144,38,2695
2025/3/2,1:30,2783,0,230,2175,0,4,370,0,63,0,0,26,0,0,0,-122,38,2783
2025/3/2,2:00,2893,0,311,2174,0,4,399,0,63,0,0,25,0,0,0,-120,38,2893
2025/3/2,2:30,3019,0,386,2179,0,5,374,0,63,0,0,26,0,0,0,-50,36,3019
2025/3/2,3:00,3031,0,280,2175,0,4,425,0,64,0,0,24,0,0,0,22,38,3031
2025/3/2,3:30,3047,0,203,2175,0,4,466,0,65,0,0,20,0,0,0,78,36,3047
2025/3/2,4:00,3070,0,234,2176,0,4,554,0,63,0,0,17,0,0,0,-16,38,3070
2025/3/2,4:30,3086,0,241,2177,0,4,558,0,63,1,0,14,0,0,0,-8,36,3086
2025/3/2,5:00,3048,0,258,2175,0,4,531,0,62,0,0,14,0,0,0,-34,38,3048
