単位[MW平均],,供給力,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/4/1,00:00,6053,808,554,3544,64,381,0,538,0,331,0,0,0,16,0,-145,-2,-36,0,6053
2025/4/1,00:30,5895,808,517,3487,64,381,0,539,0,331,0,0,0,17,0,-187,0,-62,0,5895
2025/4/1,01:00,5969,808,621,3556,64,381,0,540,0,331,0,0,0,17,0,-216,0,-132,0,5970
2025/4/1,01:30,6017,810,608,3520,65,381,0,541,0,332,0,0,0,11,0,-215,0,-36,0,6017
2025/4/1,02:00,6205,808,591,3532,66,381,0,544,0,331,0,0,0,10,0,-202,0,144,0,6205
2025/4/1,02:30,6448,808,649,3530,66,381,0,545,0,331,0,0,0,8,0,-38,0,168,0,6448
2025/4/1,03:00,6652,810,753,3655,67,381,0,545,0,331,0,0,0,6,0,76,0,28,0,6652
2025/4/1,03:30,6816,808,666,3786,68,383,0,543,0,330,0,0,0,3,0,62,0,166,0,6815
2025/4/1,04:00,6868,808,687,3687,68,383,0,550,0,330,0,0,0,4,0,73,0,278,0,6868
2025/4/1,04:30,6933,808,624,3742,68,381,0,550,0,330,0,0,0,7,0,151,0,272,0,6933
2025/4/1,05:00,6965,808,646,3676,68,381,0,547,0,331,0,0,0,9,0,187,0,312,0,6965
2025/4/1,05:30,7086,810,712,3753,68,381,0,537,0,331,0,0,0,13,0,228,0,252,0,7085
2025/4/1,06:00,7184,808,691,3531,68,381,0,570,0,332,0,60,0,17,0,572,2,150,0,7182
2025/4/1,06:30,7313,810,577,3607,68,381,0,578,0,332,0,340,0,20,0,721,0,-120,0,7314
2025/4/1,07:00,7122,808,371,3625,68,381,0,578,0,332,0,752,0,20,0,316,0,-128,0,7123
2025/4/1,07:30,7012,808,379,3614,67,381,0,577,0,332,0,1317,0,20,0,104,0,-588,0,7011
2025/4/1,08:00,7342,808,468,3594,66,377,0,577,0,329,0,1758,0,19,0,246,0,-900,0,7342
2025/4/1,08:30,7336,810,497,3641,65,337,0,578,0,328,0,2050,0,18,0,562,0,-1550,0,7336
2025/4/1,09:00,7326,808,445,3634,64,261,0,548,0,327,0,2527,0,16,0,346,0,-1650,0,7326
