単位[MW平均],,,供給力,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/10/1,0:00,2222,872,110,1964,0,24,212,,292,0,0,0,0,0,0,-1252,,2222
2025/10/1,0:30,2150,870,106,1844,0,16,224,,290,0,0,2,0,0,0,-1202,,2150
2025/10/1,1:00,2096,872,99,1807,0,28,212,,292,0,0,2,0,0,0,-1216,,2096
2025/10/1,1:30,2060,870,105,1749,0,38,218,,290,0,0,0,0,0,0,-1210,,2060
2025/10/1,2:00,2056,870,115,1731,0,24,224,,294,0,0,2,0,0,0,-1204,,2056
2025/10/1,2:30,2104,872,105,1773,0,66,230,,292,0,0,4,0,0,0,-1238,,2104
2025/10/1,3:00,2158,870,96,1762,0,112,262,,294,0,0,4,0,2,0,-1244,,2158
2025/10/1,3:30,2260,872,98,1822,0,106,282,,290,0,0,6,0,2,0,-1218,,2260
2025/10/1,4:00,2320,870,110,1886,0,108,280,,294,0,0,2,0,2,0,-1232,,2320
2025/10/1,4:30,2444,872,152,1966,0,118,286,,290,0,0,8,0,2,0,-1250,,2444
2025/10/1,5:00,2488,870,189,1853,0,108,324,,294,0,0,4,0,2,0,-1156,,2488
2025/10/1,5:30,2486,872,245,1799,0,106,378,,294,0,0,4,0,2,0,-1214,,2486
2025/10/1,6:00,2454,870,211,1795,0,94,366,,296,38,0,2,0,2,0,-1220,,2454
2025/10/1,6:30,2392,872,159,1697,0,48,316,,292,228,0,6,0,0,0,-1226,,2392
2025/10/1,7:00,2428,870,167,1564,0,65,350,,294,498,0,4,0,-204,0,-1180,,2428
2025/10/1,7:30,2462,870,148,1240,0,44,350,,292,790,0,4,0,-298,0,-978,,2462
2025/10/1,8:00,2636,870,149,913,0,106,376,,294,1094,0,2,0,-292,0,-876,,2636
2025/10/1,8:30,2812,870,153,927,0,108,358,,290,1370,0,2,0,-294,0,-972,,2812
2025/10/1,9:00,2950,870,197,867,0,104,362,,292,1618,0,0,0,-292,0,-1068,,2950
2025/10/1,9:30,3032,872,266,811,0,75,342,,286,1822,0,0,0,-292,0,-1150,,3032
2025/10/1,10:00,3076,870,203,811,0,50,312,,290,1980,0,0,0,-304,0,-1136,,3076
2025/10/1,10:30,3184,872,273,811,0,52,298,,288,2098,0,2,0,-300,0,-1210,,3184
2025/10/1,11:00,3256,872,261,889,0,56,296,,290,2164,0,0,0,-304,-24,-1244,,3256
2025/10/1,11:30,3268,870,243,913,0,60,282,,288,2150,0,6,0,-302,0,-1242,,3268
2025/10/1,12:00,3144,872,289,847,0,72,244,,288,2120,0,2,0,-302,-24,-1264,,3144
2025/10/1,12:30,3170,870,275,903,0,72,260,,290,2050,0,6,0,-304,-20,-1232,,3170
2025/10/1,13:00,3304,872,331,913,0,62,236,,288,1964,0,2,0,-308,0,-1056,,3304
2025/10/1,13:30,3374,870,387,913,0,56,248,,288,1842,0,14,0,-306,0,-938,,3374
2025/10/1,14:00,3348,872,385,909,0,84,228,,288,1654,0,6,0,2,0,-1080,,3348
2025/10/1,14:30,3318,870,397,1183,0,88,252,,284,1438,0,6,0,2,0,-1202,,3318
2025/10/1,15:00,3256,872,421,1405,0,48,238,,292,1194,0,4,0,2,0,-1220,,3256
2025/10/1,15:30,3358,870,397,1781,0,58,254,,292,938,0,6,0,2,0,-1240,,3358
2025/10/1,16:00,3362,872,347,2051,0,42,336,,292,638,0,6,0,14,0,-1236,,3362
2025/10/1,16:30,3356,870,313,2063,0,58,332,,288,372,0,4,0,274,0,-1218,,3356
2025/10/1,17:00,3208,872,275,2097,0,78,344,,292,136,0,8,0,302,0,-1196,,3208
2025/10/1,17:30,3188,872,180,2266,0,102,388,,288,10,0,14,0,302,0,-1234,,3188
2025/10/1,18:00,3166,872,176,2262,0,128,372,,294,0,0,8,0,288,0,-1234,,3166
2025/10/1,18:30,3094,870,199,2121,0,132,382,,288,0,0,14,0,302,0,-1214,,3094
2025/10/1,19:00,2972,870,235,1981,0,130,368,,292,0,0,8,0,304,0,-1216,,2972
2025/10/1,19:30,2878,870,217,1907,0,130,368,,292,0,0,4,0,302,0,-1212,,2878
2025/10/1,20:00,2788,870,245,1873,0,134,306,,292,0,0,6,0,302,0,-1240,,2788
2025/10/1,20:30,2718,872,207,1872,0,139,284,,290,0,0,14,0,286,0,-1246,,2718
2025/10/1,21:00,2618,872,99,1856,0,149,274,,292,0,0,12,0,304,0,-1240,,2618
2025/10/1,21:30,2538,870,97,1762,0,159,296,,294,0,0,10,0,294,0,-1244,,2538
2025/10/1,22:00,2432,872,96,1695,0,193,252,,292,0,0,8,0,284,0,-1260,,2432
2025/10/1,22:30,2386,870,98,1629,0,147,262,,292,0,0,16,0,250,0,-1178,,2386
2025/10/1,23:00,2346,870,106,1602,0,62,204,,294,0,0,14,0,0,0,-806,,2346
2025/10/1,23:30,2318,872,104,1166,0,60,194,,292,0,0,30,0,0,0,-400,,2318
2025/10/2,0:00,2228,868,102,1146,0,56,212,,292,0,0,28,0,0,0,-476,,2228
2025/10/2,0:30,2146,868,98,1112,0,52,226,,294,0,0,26,0,0,0,-530,,2146
2025/10/2,1:00,2104,870,110,1158,0,50,170,,296,0,0,18,0,0,0,-568,,2104
2025/10/2,1:30,2078,872,94,1134,0,24,176,,288,0,0,28,0,0,0,-538,,2078
2025/10/2,2:00,2068,868,96,1188,0,16,164,,292,0,0,20,0,0,0,-576,,2068
2025/10/2,2:30,2112,870,94,1184,0,44,170,,296,0,0,20,0,0,0,-566,,2112
2025/10/2,3:00,2166,868,96,1214,0,46,196,,292,0,0,16,0,0,0,-562,,2166
2025/10/2,3:30,2262,868,94,1220,0,44,206,,296,0,0,16,0,0,0,-482,,2262
2025/10/2,4:00,2330,872,134,1382,0,42,266,,292,0,0,18,0,0,0,-676,,2330
2025/10/2,4:30,2440,872,217,1735,0,42,338,,294,0,0,16,0,0,0,-1074,,2440
2025/10/2,5:00,2500,868,247,1951,0,16,326,,292,0,0,10,0,0,0,-1210,,2500
2025/10/2,5:30,2520,872,179,1897,0,50,308,,296,0,0,8,0,0,0,-1090,,2520
2025/10/2,6:00,2470,872,146,1290,0,54,258,,294,36,0,6,0,2,0,-488,,2470
2025/10/2,6:30,2428,870,132,1072,0,62,240,,296,188,0,8,0,2,0,-442,,2428
2025/10/2,7:00,2446,872,142,1104,0,66,254,,294,374,0,10,0,2,0,-672,,2446
2025/10/2,7:30,2552,870,128,1108,0,64,250,,292,586,0,24,0,2,0,-772,,2552
2025/10/2,8:00,2742,870,122,1134,0,94,266,,294,818,0,14,0,2,0,-872,,2742
2025/10/2,8:30,2882,872,100,1096,0,102,246,,290,1094,0,2,0,2,0,-922,,2882
2025/10/2,9:00,2960,870,100,967,0,131,216,,292,1424,0,10,0,2,0,-1052,,2960
2025/10/2,9:30,3112,870,100,1047,0,129,228,,290,1674,0,16,0,-6,0,-1236,,3112
2025/10/2,10:00,3112,870,104,966,0,124,234,,292,1774,0,10,0,-302,0,-960,,3112
2025/10/2,10:30,3288,870,141,978,0,113,308,,288,1814,0,14,0,-300,0,-938,,3288
2025/10/2,11:00,3328,870,207,887,0,78,314,,290,1738,0,14,0,-298,0,-772,,3328
2025/10/2,11:30,3342,868,307,819,0,40,260,,288,1674,0,10,0,-306,0,-618,,3342
2025/10/2,12:00,3170,870,339,911,0,2,250,,292,1418,0,12,0,-256,-24,-644,,3170
2025/10/2,12:30,3172,870,302,946,0,4,286,,288,1180,0,12,0,-4,-20,-692,,3172
2025/10/2,13:00,3252,870,296,1142,0,28,230,,288,1044,0,10,0,8,0,-664,,3252
