単位[MW平均],,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力（LNG）,火力（石炭）,火力（石油）,火力（その他）,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/6/1,0:00,10787,5670,1628,981,0,321,1623,0,313,0,0,55,0,474,0,-370,92,10787
2025/6/1,0:30,10415,5669,1658,984,0,323,1627,0,313,0,0,62,0,477,0,-790,92,10415
2025/6/1,1:00,10182,5670,1881,983,0,326,1621,0,312,0,0,75,0,454,0,-1230,90,10182
2025/6/1,1:30,10223,5669,1746,982,0,328,1621,0,312,0,0,87,0,542,0,-1154,90,10223
2025/6/1,2:00,10197,5669,1318,985,0,331,1726,0,312,0,0,92,0,537,0,-864,91,10197
2025/6/1,2:30,10561,5669,1650,983,0,333,1734,0,313,0,0,93,0,532,6,-844,92,10561
2025/6/1,3:00,10931,5669,1679,978,0,334,1909,0,312,0,0,95,0,557,1,-698,95,10931
2025/6/1,3:30,11128,5632,1696,911,0,334,1911,0,312,0,0,94,0,588,3,-446,93,11128
2025/6/1,4:00,11196,5520,1812,662,0,336,1915,0,312,0,0,97,0,623,5,-182,96,11196
2025/6/1,4:30,11310,5407,1970,621,0,336,1921,0,312,2,0,104,0,606,4,-70,97,11310
2025/6/1,5:00,11058,5294,1902,615,0,334,1905,0,310,69,0,114,0,580,3,-160,92,11058
2025/6/1,5:30,10975,5182,1540,602,0,333,1893,0,310,256,0,115,0,356,1,296,91,10975
2025/6/1,6:00,10709,5068,1331,606,0,330,1718,0,310,513,0,120,0,92,1,548,72,10709
2025/6/1,6:30,10660,4954,1239,605,0,328,1700,0,311,816,17,111,0,-357,1,862,90,10660
2025/6/1,7:00,10778,4841,1018,601,0,325,1595,0,313,1190,31,116,0,-1014,6,1686,101,10778
2025/6/1,7:30,11016,4765,1352,603,0,323,1581,0,311,1590,39,113,0,-1727,8,1988,109,11016
2025/6/1,8:00,11263,4709,1238,603,0,320,1544,0,308,1899,256,107,18,-2135,5,2566,99,11263
2025/6/1,8:30,11486,4676,1291,601,0,314,1498,0,275,2370,275,101,17,-2419,7,2666,106,11486
2025/6/1,9:00,11855,4632,1217,606,0,314,1486,0,261,2693,354,90,19,-2694,1,3144,105,11855
2025/6/1,9:30,12108,4572,1005,600,0,314,1435,0,257,2872,445,89,19,-3003,4,3842,121,12108
2025/6/1,10:00,12298,4502,1040,605,0,312,1402,0,260,3069,428,81,14,-3263,3,4154,133,12298
2025/6/1,10:30,12100,4501,665,607,0,313,1384,0,263,3232,448,83,13,-3323,1,4234,140,12100
2025/6/1,11:00,12228,4501,981,618,0,314,1355,0,262,3419,475,72,12,-3395,5,3960,136,12228
2025/6/1,11:30,12068,4500,743,625,0,313,1350,0,258,3670,474,72,11,-3464,6,3860,135,12068
2025/6/1,12:00,12122,4500,669,606,0,314,1320,0,258,4052,534,70,10,-3592,3,3784,138,12122
2025/6/1,12:30,12290,4500,585,605,0,313,1324,0,261,4385,498,69,10,-3584,1,3692,139,12290
2025/6/1,13:00,12315,4500,592,601,0,311,1344,0,258,4218,607,71,8,-3636,5,3920,131,12315
2025/6/1,13:30,12260,4500,627,601,0,311,1370,0,258,4120,496,74,7,-3593,3,3876,113,12260
2025/6/1,14:00,12097,4500,937,601,0,311,1404,0,258,3372,947,75,7,-3357,6,3882,108,12097
2025/6/1,14:30,12206,4500,1043,602,0,311,1435,0,258,3541,436,74,6,-2577,7,2910,102,12206
2025/6/1,15:00,12268,4500,1034,600,0,311,1505,0,263,3228,395,74,6,-1612,10,2250,105,12268
2025/6/1,15:30,12361,4501,1041,602,0,317,1554,0,294,2852,347,64,7,-782,7,1810,101,12361
2025/6/1,16:00,12753,4501,1220,600,0,320,1707,0,305,2587,26,60,0,27,9,1336,81,12753
2025/6/1,16:30,12724,4500,1332,603,0,320,1783,0,307,1930,0,52,0,2,8,1832,55,12724
2025/6/1,17:00,12874,4500,2066,603,0,327,1968,0,308,1253,0,41,0,489,5,1238,76,12874
2025/6/1,17:30,12922,4501,2477,601,0,358,2037,0,307,693,0,34,0,387,6,1444,77,12922
2025/6/1,18:00,13094,4502,2875,611,0,426,2165,0,307,298,0,33,0,421,4,1354,98,13094
2025/6/1,18:30,13204,4503,3069,657,0,438,2171,0,309,71,0,31,0,452,1,1404,98,13204
2025/6/1,19:00,13392,4503,3559,637,0,438,2169,0,310,1,0,28,0,487,1,1156,103,13392
2025/6/1,19:30,13295,4504,3494,606,0,438,2168,0,309,0,0,20,0,442,0,1210,104,13295
2025/6/1,20:00,13061,4504,3554,610,0,439,2171,0,310,0,0,20,0,441,2,908,102,13061
2025/6/1,20:30,12825,4505,3349,618,0,428,2167,0,310,0,0,19,0,451,1,876,101,12825
2025/6/1,21:00,12607,4505,3359,611,0,354,2030,0,309,0,0,15,0,419,2,902,101,12607
2025/6/1,21:30,12228,4506,3366,635,0,322,1975,0,308,0,0,15,0,383,1,618,99,12228
2025/6/1,22:00,11892,4506,3278,644,0,314,1814,0,308,0,0,14,0,371,1,546,96,11892
2025/6/1,22:30,11493,4506,3266,632,0,314,1704,0,309,0,0,12,0,379,1,274,96,11493
2025/6/1,23:00,11483,4505,3416,779,0,317,1588,0,310,0,0,8,0,401,3,60,96,11483
2025/6/1,23:30,10975,4506,2757,1413,0,319,1587,0,310,0,0,7,0,327,1,-348,96,10975
2025/6/2,0:00,10618,4506,2367,1914,0,321,1575,0,309,0,0,6,0,34,0,-506,92,10618
2025/6/2,0:30,10229,4505,2229,1902,0,324,1586,0,311,0,0,4,0,-273,0,-452,93,10229
2025/6/2,1:00,10031,4505,2212,1886,0,326,1586,0,309,0,0,3,0,-279,0,-608,91,10031
2025/6/2,1:30,9949,4505,1986,1906,0,328,1583,0,310,0,0,4,0,-271,0,-492,90,9949
2025/6/2,2:00,10136,4505,1986,1915,0,330,1678,0,311,0,0,3,0,-280,0,-406,94,10136
2025/6/2,2:30,10530,4505,2285,1925,0,331,1691,0,308,0,0,5,0,100,4,-718,94,10530
2025/6/2,3:00,10865,4505,2114,1926,0,332,1827,0,310,0,0,4,0,252,2,-506,99,10865
2025/6/2,3:30,11169,4505,2182,1940,0,332,1835,0,309,0,0,4,0,255,3,-296,100,11169
2025/6/2,4:00,11319,4505,2581,1929,0,334,1919,0,311,0,0,3,0,389,1,-754,101,11319
2025/6/2,4:30,11352,4505,2589,1900,0,333,1918,0,312,2,0,3,0,322,2,-636,102,11352
2025/6/2,5:00,11379,4505,1780,1915,0,331,1918,0,311,83,0,1,0,296,2,142,95,11379
2025/6/2,5:30,11258,4506,1466,1940,0,329,1910,0,311,331,0,1,0,16,0,354,94,11258
2025/6/2,6:00,11370,4506,1671,1924,0,325,1693,0,310,763,0,3,0,-465,3,568,69,11370
2025/6/2,6:30,11597,4506,1585,1919,0,321,1647,0,311,1259,0,3,0,-1204,1,1176,73,11597
2025/6/2,7:00,12221,4506,1823,1920,0,319,1494,0,313,1959,0,5,0,-1355,1,1200,36,12221
2025/6/2,7:30,12777,4507,1791,1949,0,319,1463,0,312,2772,0,4,0,-1239,1,860,38,12777
2025/6/2,8:00,13881,4506,1923,1948,0,318,1357,0,310,3541,0,4,0,-980,3,934,17,13881
2025/6/2,8:30,14594,4505,1985,1917,0,320,1277,0,311,4021,0,5,0,-767,4,998,18,14594
2025/6/2,9:00,15363,4505,1796,1965,0,319,1267,0,308,4471,0,6,0,-593,4,1312,3,15363
2025/6/2,9:30,15700,4506,1609,1968,0,322,1221,0,307,4572,0,4,0,-430,1,1618,2,15700
2025/6/2,10:00,15752,4506,1697,1949,0,327,1212,0,306,4230,0,4,0,-431,2,1934,16,15752
2025/6/2,10:30,15678,4505,1564,1943,0,328,1221,0,308,3938,0,5,0,-470,2,2316,18,15678
2025/6/2,11:00,15541,4506,1575,1945,0,330,1199,0,310,3672,0,6,0,-411,1,2394,14,15541
2025/6/2,11:30,15400,4505,1817,1963,0,328,1222,0,311,3629,0,6,0,-706,3,2308,14,15400
2025/6/2,12:00,14912,4506,1726,1984,0,330,1239,0,309,3458,0,6,0,-595,3,1900,46,14912
2025/6/2,12:30,14928,4505,1828,1953,0,329,1252,0,310,3145,0,7,0,-503,5,2050,47,14928
2025/6/2,13:00,15624,4504,1881,1950,0,329,1343,0,306,2899,0,9,0,-452,10,2788,57,15624
2025/6/2,13:30,15733,4505,1925,1972,0,361,1399,0,307,2737,0,17,0,-314,6,2762,56,15733
2025/6/2,14:00,16296,4505,2436,1977,0,433,1563,0,307,2763,0,20,0,-1,2,2238,53,16296
2025/6/2,14:30,16366,4504,2503,1984,0,448,1620,0,307,2490,0,23,0,184,7,2244,52,16366
2025/6/2,15:00,16443,4505,2805,1964,0,448,1666,0,310,2033,0,28,0,739,5,1876,64,16443
2025/6/2,15:30,16534,4505,2688,1955,0,448,1724,0,310,1566,0,31,0,720,5,2518,64,16534
2025/6/2,16:00,16376,4506,2718,1970,0,453,2015,0,309,1134,0,33,0,721,4,2436,77,16376
2025/6/2,16:30,16267,4506,2759,1937,0,452,2056,0,308,836,0,33,0,761,2,2540,77,16267
2025/6/2,17:00,15951,4506,2925,1924,0,451,2132,0,308,516,0,41,0,925,3,2128,92,15951
2025/6/2,17:30,15890,4505,2825,1936,0,448,2154,0,306,279,0,31,0,959,4,2350,93,15890
2025/6/2,18:00,15736,4505,2678,1917,0,445,2279,0,306,123,0,27,0,924,2,2430,100,15736
2025/6/2,18:30,15689,4504,2855,1917,0,442,2330,0,308,27,0,36,0,994,4,2174,98,15689
2025/6/2,19:00,15482,4504,2618,1900,0,439,2284,0,310,0,0,43,0,913,1,2370,100,15482
2025/6/2,19:30,15226,4505,2434,1901,0,438,2328,0,309,0,0,44,0,942,1,2224,100,15226
2025/6/2,20:00,14797,4505,2586,1898,0,440,2337,0,309,0,0,44,0,967,2,1610,99,14797
2025/6/2,20:30,14445,4505,2538,1930,0,440,2331,0,310,0,0,53,0,886,1,1354,97,14445
2025/6/2,21:00,13976,4505,2578,1905,0,441,2260,0,309,0,0,48,0,828,2,1002,98,13976
2025/6/2,21:30,13708,4505,3224,1914,0,441,2224,0,308,0,0,61,0,418,0,514,99,13708
2025/6/2,22:00,13385,4505,3054,1929,0,441,2058,0,308,0,0,65,0,364,6,560,95,13385
2025/6/2,22:30,13132,4505,3104,1936,0,443,1945,0,309,0,0,60,0,390,3,342,95,13132
2025/6/2,23:00,12995,4505,3078,1986,0,446,1804,0,309,0,0,59,0,386,5,320,97,12995
2025/6/2,23:30,12612,4507,3058,2005,0,448,1800,0,309,0,0,63,0,285,1,42,94,12612
2025/6/3,0:00,12084,4506,3053,2055,0,450,1704,0,309,0,0,69,0,268,0,-422,92,12084
2025/6/3,0:30,11682,4505,2480,2088,0,453,1699,0,309,0,0,78,0,-155,0,132,93,11682
2025/6/3,1:00,11344,4505,2767,2086,0,456,1701,0,309,0,0,87,0,-275,0,-384,92,11344
2025/6/3,1:30,11317,4505,2748,2073,0,458,1704,0,307,0,0,93,0,-260,0,-402,91,11317
2025/6/3,2:00,11363,4505,2747,2093,0,459,1680,0,308,0,0,81,0,-250,0,-356,96,11363
2025/6/3,2:30,11692,4506,2737,2059,0,461,1681,0,310,0,0,69,0,-280,2,54,93,11692
2025/6/3,3:00,11983,4506,2936,2063,0,462,1695,0,310,0,0,79,0,-293,3,122,100,11983
2025/6/3,3:30,12293,4506,3296,2062,0,462,1700,0,309,0,0,90,0,-321,5,84,100,12293
2025/6/3,4:00,12336,4506,3072,2060,0,465,1799,0,309,0,0,89,0,186,3,-254,101,12336
2025/6/3,4:30,12467,4507,3405,2059,0,464,1798,0,311,0,0,70,0,233,2,-484,102,12467
2025/6/3,5:00,12486,4507,2773,2053,0,463,1798,0,309,4,0,64,0,225,1,190,99,12486
2025/6/3,5:30,12409,4509,2648,2020,0,461,1796,0,308,51,0,74,0,221,3,220,98,12409
2025/6/3,6:00,12599,4510,3249,1977,0,456,1703,0,308,232,0,87,0,338,3,-362,98,12599
2025/6/3,6:30,13094,4510,3015,1974,0,453,1704,0,308,316,0,104,0,267,2,344,97,13094
2025/6/3,7:00,13845,4510,3080,1971,0,451,1712,0,310,440,0,100,0,228,5,944,94,13845
2025/6/3,7:30,14557,4510,3541,1973,0,452,1767,0,308,510,0,102,0,474,3,826,91,14557
2025/6/3,8:00,15661,4509,3529,1973,0,452,1941,0,307,662,0,102,0,434,5,1650,97,15661
2025/6/3,8:30,16491,4509,3665,1971,0,454,1984,0,307,793,0,97,0,489,6,2118,98,16491
2025/6/3,9:00,17083,4509,3789,1973,0,453,2068,0,305,848,0,85,0,516,1,2438,98,17083
2025/6/3,9:30,17114,4509,3821,1973,0,454,2048,0,305,864,0,84,0,487,3,2468,98,17114
2025/6/3,10:00,16865,4509,3627,1968,0,453,1986,0,307,946,0,76,0,349,4,2538,102,16865
2025/6/3,10:30,16938,4509,3937,1973,0,454,1984,0,308,970,0,80,0,320,4,2298,101,16938
2025/6/3,11:00,16871,4508,3540,1973,0,456,1913,0,309,970,0,72,0,365,3,2668,94,16871
2025/6/3,11:30,16851,4508,4015,1972,0,454,1918,0,308,1020,0,61,0,693,5,1804,93,16851
2025/6/3,12:00,16121,4509,3357,1972,0,456,1916,0,307,1005,0,42,0,240,1,2228,88,16121
2025/6/3,12:30,15956,4509,3510,1975,8,455,1966,0,308,939,0,27,0,317,2,1854,86,15956
2025/6/3,13:00,16562,4509,3772,1973,20,452,2002,0,308,902,0,27,0,344,3,2164,86,16562
2025/6/3,13:30,16514,4509,3194,1975,19,451,2015,0,308,951,0,27,0,352,3,2624,86,16514
2025/6/3,14:00,16839,4510,3441,1972,20,452,2297,0,308,1122,0,18,0,408,2,2208,81,16839
2025/6/3,14:30,16687,4512,3437,1977,19,451,2320,0,307,1087,0,13,0,340,2,2140,82,16687
2025/6/3,15:00,16563,4511,3533,1974,19,452,2330,0,305,1220,0,13,0,318,12,1810,66,16563
2025/6/3,15:30,16638,4512,3691,1977,19,452,2329,0,305,1154,0,8,0,357,11,1758,65,16638
2025/6/3,16:00,16469,4512,3348,1974,19,456,2268,0,306,876,0,4,0,323,12,2272,99,16469
2025/6/3,16:30,16286,4512,3390,1972,6,455,2282,0,306,662,0,6,0,322,10,2264,99,16286
2025/6/3,17:00,15876,4512,3087,1970,0,454,2317,0,307,448,0,27,0,372,1,2284,97,15876
2025/6/3,17:30,15647,4512,3155,1969,0,451,2381,0,307,269,0,31,0,367,2,2106,97,15647
2025/6/3,18:00,15569,4512,3713,1971,0,448,2312,0,306,131,0,21,0,356,2,1690,107,15569
2025/6/3,18:30,15491,4512,3706,1973,0,444,2300,0,305,39,0,24,0,325,2,1754,107,15491
2025/6/3,19:00,15321,4512,3504,1969,0,442,2296,0,305,1,0,39,0,457,2,1686,108,15321
2025/6/3,19:30,15007,4512,3198,1974,0,441,2242,0,307,0,0,54,0,467,0,1702,110,15007
2025/6/3,20:00,14645,4513,3482,1977,0,442,2172,0,307,0,0,64,0,277,1,1304,106,14645
2025/6/3,20:30,14401,4512,3330,1975,0,442,2157,0,309,0,0,68,0,167,3,1334,104,14401
2025/6/3,21:00,14125,4512,3495,1975,0,443,2086,0,308,0,0,75,0,172,2,954,103,14125
2025/6/3,21:30,13792,4512,3288,1978,0,443,2071,0,307,0,0,56,0,190,1,842,104,13792
2025/6/3,22:00,13490,4511,3074,1969,0,444,1873,0,305,0,0,51,0,243,3,920,97,13490
2025/6/3,22:30,13244,4511,3377,1969,0,445,1856,0,306,0,0,53,0,262,0,368,97,13244
2025/6/3,23:00,12980,4511,3241,1971,0,448,1839,0,307,0,0,50,0,241,2,272,98,12980
2025/6/3,23:30,12645,4511,3151,1971,0,451,1810,0,307,0,0,48,0,232,1,64,99,12645
2025/6/4,0:00,12262,4510,2597,1968,4,411,1870,0,310,0,0,45,0,144,0,308,95,12262
2025/6/4,0:30,11848,4510,2333,1967,4,346,1861,0,309,0,0,47,0,-44,0,418,97,11848
