単位[MW平均],,供給力,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/8/1,00:00,6602,0,516,3492,283,703,269,0,256,0,0,15,0,6,0,1062,0,6602
2024/8/1,00:30,6377,0,633,3228,282,703,268,0,256,0,0,15,0,0,0,992,0,6377
2024/8/1,01:00,6246,0,602,3368,282,705,284,0,256,0,0,16,0,-2,0,734,0,6245
2024/8/1,01:30,5973,0,494,3282,281,705,252,0,256,0,0,17,0,-128,0,814,0,5973
2024/8/1,02:00,5964,0,456,3234,282,701,255,0,256,0,0,20,0,-143,0,904,0,5965
2024/8/1,02:30,5971,0,480,3308,283,707,253,0,257,0,0,25,0,-143,0,800,0,5970
2024/8/1,03:00,6051,0,454,3252,284,703,269,0,257,0,0,25,0,-142,0,948,0,6050
2024/8/1,03:30,6049,0,421,3152,283,706,252,0,257,0,0,25,0,-141,0,1096,0,6051
2024/8/1,04:00,6079,0,436,3093,281,703,251,0,257,0,0,24,0,-146,0,1180,0,6079
2024/8/1,04:30,6185,0,562,3333,282,705,254,0,257,0,0,24,0,-554,0,1322,0,6185
2024/8/1,05:00,6259,0,586,3083,283,702,244,0,256,1,0,22,0,-602,0,1684,0,6259
2024/8/1,05:30,6236,0,405,3002,284,702,241,0,256,94,0,25,0,-795,0,2022,0,6236
2024/8/1,06:00,6405,0,490,2996,281,715,291,0,255,417,0,25,0,-887,0,1822,0,6405
2024/8/1,06:30,6465,0,390,2769,281,755,230,0,256,898,0,25,0,-1152,0,2014,0,6466
2024/8/1,07:00,6761,0,461,2610,285,738,228,0,255,1497,0,21,0,-1150,0,1816,0,6761
2024/8/1,07:30,7245,0,614,2763,282,714,275,0,255,2130,0,20,0,-674,0,864,0,7243
2024/8/1,08:00,7941,0,691,2780,281,730,308,0,254,2726,0,19,0,-560,0,710,0,7939
2024/8/1,08:30,8657,0,710,3023,282,726,306,0,254,3271,0,22,0,-257,0,320,0,8657
2024/8/1,09:00,9062,0,567,2943,286,715,266,0,252,3729,0,19,0,17,0,266,0,9060
2024/8/1,09:30,9363,0,560,3042,285,714,264,0,252,4059,0,22,0,33,0,132,0,9363
2024/8/1,10:00,9480,0,525,2943,286,714,265,0,253,4411,0,20,0,33,0,32,0,9482
2024/8/1,10:30,9742,0,522,3157,287,716,266,0,253,4654,0,19,0,32,0,-164,0,9742
2024/8/1,11:00,9826,0,528,3087,286,714,263,0,252,4829,0,17,0,32,0,-180,0,9828
2024/8/1,11:30,9906,0,580,3158,286,714,270,0,252,4972,0,17,0,33,0,-376,0,9906
2024/8/1,12:00,9624,0,604,2962,286,718,288,0,253,5046,0,14,0,32,0,-580,0,9623
2024/8/1,12:30,9639,0,595,2975,287,718,319,0,253,5016,0,12,0,32,0,-568,0,9639
2024/8/1,13:00,9965,0,552,3313,300,717,322,0,251,4929,0,12,0,34,0,-464,0,9966
2024/8/1,13:30,10034,0,780,3480,304,727,337,0,251,4753,0,13,0,181,0,-792,0,10034
2024/8/1,14:00,10061,0,1151,3556,308,715,319,0,251,4527,0,15,0,171,0,-952,0,10061
2024/8/1,14:30,10121,0,1475,3652,353,715,308,0,251,4193,0,17,0,157,1,-1002,0,10120
2024/8/1,15:00,10166,0,1571,3710,438,715,320,0,252,3763,0,16,0,38,1,-656,0,10168
2024/8/1,15:30,10277,0,1653,3961,595,717,323,0,252,3264,0,11,0,151,1,-650,0,10278
2024/8/1,16:00,10310,0,1981,4085,725,741,321,0,254,2743,0,7,0,258,1,-806,0,10310
2024/8/1,16:30,10330,0,2077,4272,807,741,322,0,254,2130,0,4,0,603,1,-882,0,10329
2024/8/1,17:00,10098,0,2144,4275,887,740,337,0,254,1504,0,7,0,797,1,-848,0,10098
2024/8/1,17:30,10009,0,2157,4282,919,747,380,0,254,891,0,7,0,1122,1,-750,0,10010
2024/8/1,18:00,9733,0,2158,4291,946,755,396,0,255,408,0,5,0,969,1,-452,0,9732
2024/8/1,18:30,9484,0,2148,4295,850,763,399,0,256,104,0,5,0,830,1,-168,0,9483
2024/8/1,19:00,9231,0,2087,4318,600,755,397,0,257,1,0,9,0,1019,1,-212,0,9232
2024/8/1,19:30,8974,0,2046,4314,520,747,367,0,256,0,0,8,0,715,1,0,0,8974
2024/8/1,20:00,8834,0,2049,4308,595,742,289,0,256,0,0,11,0,179,1,404,0,8834
2024/8/1,20:30,8570,0,1880,4189,650,744,286,0,257,0,0,10,0,46,0,508,0,8570
2024/8/1,21:00,8251,0,1854,4128,580,746,286,0,257,0,0,10,0,0,0,390,0,8251
2024/8/1,21:30,7965,0,1644,4099,352,741,282,0,256,0,0,10,0,0,0,580,0,7964
2024/8/1,22:00,7800,0,1525,4023,300,730,290,0,257,0,0,10,0,0,0,664,0,7799
2024/8/1,22:30,7546,0,1292,4061,300,722,285,0,257,0,0,11,0,0,0,618,0,7546
2024/8/1,23:00,7339,0,920,3981,289,725,253,0,258,0,0,10,0,0,0,904,0,7340
2024/8/1,23:30,7047,0,591,3970,284,723,266,0,258,0,0,10,0,-2,0,948,0,7048
2024/8/2,00:00,6802,0,529,4038,284,723,255,0,256,0,0,11,0,-346,0,1052,0,6802
2024/8/2,00:30,6493,0,511,4182,285,723,254,0,256,0,0,11,0,-453,0,724,0,6493
2024/8/2,01:00,6315,0,568,4159,285,725,211,0,257,0,0,12,0,-681,0,780,0,6316
2024/8/2,01:30,6207,0,646,4246,282,721,214,0,257,0,0,12,0,-618,0,448,0,6208
2024/8/2,02:00,6140,0,611,4077,284,725,240,0,257,0,0,17,0,-660,0,588,0,6139
2024/8/2,02:30,6192,0,621,4162,287,721,240,0,257,0,0,17,0,-1017,0,904,0,6192
2024/8/2,03:00,6210,0,673,4238,285,725,239,0,257,0,0,20,0,-986,0,760,0,6211
2024/8/2,03:30,6202,0,636,4173,288,721,228,0,256,0,0,15,0,-743,0,628,0,6202
2024/8/2,04:00,6206,0,614,4055,287,725,254,0,257,0,0,16,0,-738,0,736,0,6206
2024/8/2,04:30,6369,0,720,4156,288,723,255,0,256,0,0,19,0,-690,0,642,0,6369
2024/8/2,05:00,6414,0,569,4244,289,722,260,0,257,1,0,20,0,-662,0,716,0,6416
2024/8/2,05:30,6395,0,560,4169,288,731,211,0,257,90,0,18,0,-836,0,908,0,6396
2024/8/2,06:00,6598,0,617,4113,288,760,204,0,256,360,0,16,0,-1008,0,992,0,6598
2024/8/2,06:30,6831,0,635,3727,289,792,207,0,257,801,0,13,0,-889,0,1000,0,6832
2024/8/2,07:00,6950,0,504,3537,291,788,217,0,256,1391,0,14,0,-860,0,812,0,6950
2024/8/2,07:30,7468,0,543,3419,271,781,217,0,255,2023,0,17,0,-854,0,796,0,7468
2024/8/2,08:00,8124,0,587,3607,270,760,243,0,255,2628,0,17,0,-573,0,330,0,8124
2024/8/2,08:30,8951,0,626,3915,283,715,275,0,253,3125,0,18,0,-88,0,-170,0,8952
2024/8/2,09:00,9376,0,557,3921,282,740,279,0,251,3510,0,20,0,0,0,-184,0,9376
2024/8/2,09:30,9638,0,685,4050,268,721,302,0,253,3879,0,19,0,0,1,-540,0,9638
2024/8/2,10:00,9794,0,656,4040,246,722,244,0,253,4095,0,18,0,3,0,-482,0,9795
2024/8/2,10:30,10065,0,646,3988,246,712,242,0,253,4287,0,19,0,34,0,-362,0,10065
2024/8/2,11:00,10152,0,555,3861,243,718,230,0,253,4430,0,19,0,33,0,-190,0,10152
2024/8/2,11:30,10226,0,561,3955,244,736,220,0,253,4530,0,19,0,2,0,-294,0,10226
2024/8/2,12:00,9932,0,662,3898,245,743,235,0,253,4533,0,22,0,-474,0,-184,0,9933
