単位[MW平均],,供給力,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/9/1,00:00,5259,0,495,2092,97,567,577,0,246,0,0,28,0,59,0,1100,0,5261
2024/9/1,00:30,5153,0,540,2079,98,533,577,0,245,0,0,25,0,59,0,998,0,5154
2024/9/1,01:00,4890,0,508,2050,97,535,576,0,244,0,0,22,0,59,0,800,0,4891
2024/9/1,01:30,4895,0,549,2103,98,533,595,0,243,0,0,22,0,148,0,606,0,4897
2024/9/1,02:00,4838,0,491,1984,97,535,587,0,241,0,0,21,0,59,0,824,0,4839
2024/9/1,02:30,4912,0,537,2033,95,575,582,0,240,0,0,24,0,59,0,768,0,4913
2024/9/1,03:00,4962,0,540,2123,98,609,580,0,239,0,0,22,0,59,0,692,0,4962
2024/9/1,03:30,4959,0,498,2048,98,617,576,0,239,0,0,21,0,58,0,804,0,4959
2024/9/1,04:00,4979,0,564,2053,99,609,571,0,240,0,0,20,0,59,0,764,0,4979
2024/9/1,04:30,5010,0,547,2062,99,627,572,0,240,0,0,19,0,59,0,786,0,5011
2024/9/1,05:00,5115,0,623,2333,97,608,573,0,239,0,0,17,0,59,0,566,0,5115
2024/9/1,05:30,5104,0,510,2320,99,636,565,0,239,4,0,16,0,59,0,656,0,5104
2024/9/1,06:00,5130,0,535,2180,99,610,571,0,239,204,0,17,0,16,0,660,0,5131
2024/9/1,06:30,5080,0,552,1976,96,626,571,0,239,704,0,13,0,-243,0,546,0,5080
2024/9/1,07:00,5117,0,524,1788,99,615,567,0,239,1377,0,9,0,-243,0,144,0,5119
2024/9/1,07:30,5149,0,556,1637,95,610,558,0,239,2075,0,5,0,-605,0,-20,0,5150
2024/9/1,08:00,5339,0,557,1459,98,630,549,0,240,2763,0,4,0,-848,0,-112,0,5340
2024/9/1,08:30,5528,0,407,1299,97,620,546,0,239,3374,0,5,0,-848,0,-212,0,5527
2024/9/1,09:00,5786,0,524,1219,94,604,547,0,239,3909,0,6,0,-1071,0,-284,0,5787
2024/9/1,09:30,6059,0,398,1143,96,571,544,0,239,4330,0,7,0,-830,0,-440,0,6058
2024/9/1,10:00,6183,0,292,1131,93,450,540,0,238,4600,0,9,0,-579,0,-592,0,6182
