単位[MW平均],,,供給力,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/5/1,0:00:00,903.4,0,147,613,87,0,1,0,51,0,0,4.4,0,0,0,0,0,903.4
2024/5/1,0:30:00,884.8,0,149,593,87,0,1,0,51,0,0,3.8,0,0,0,0,0,884.8
2024/5/1,1:00:00,854.5,0,147,570,82,0,1,0,51,0,0,3.5,0,0,0,0,0,854.5
2024/5/1,1:30:00,852.6,0,155,560,82,0,1,0,51,0,0,3.6,0,0,0,0,0,852.6
2024/5/1,2:00:00,832.7,0,149,549,79,0,1,0,51,0,0,3.7,0,0,0,0,0,832.7
2024/5/1,2:30:00,852.8,0,150,568,79,0,1,0,51,0,0,3.8,0,0,0,0,0,852.8
2024/5/1,3:00:00,849.9,0,150,566,78,0,1,0,51,0,0,3.9,0,0,0,0,0,849.9
2024/5/1,3:30:00,857.2,0,150,573,78,0,1,0,51,0,0,4.2,0,0,0,0,0,857.2
2024/5/1,4:00:00,850.6,0,151,565,79,0,1,0,51,0,0,3.6,0,0,0,0,0,850.6
2024/5/1,4:30:00,869,0,158,577,79,0,1,0,51,0,0,3,0,0,0,0,0,869
2024/5/1,5:00:00,860.5,0,145,579,82,0,1,0,51,0,0,2.5,0,0,0,0,0,860.5
2024/5/1,5:30:00,871.7,0,143,593,82,0,1,0,51,0,0,1.7,0,0,0,0,0,871.7
2024/5/1,6:00:00,894.3,0,151,605,82,0,1,0,51,2,0,2.3,0,0,0,0,0,894.3
2024/5/1,6:30:00,914.2,0,157,613,82,0,1,0,51,8,0,2.2,0,0,0,0,0,914.2
2024/5/1,7:00:00,967.5,0,188,620,91,0,1,0,51,14,0,2.5,0,0,0,0,0,967.5
2024/5/1,7:30:00,999.5,0,215,621,91,0,1,0,51,18,0,2.5,0,0,0,0,0,999.5
2024/5/1,8:00:00,1064.1,0,254,646,95,0,1,0,51,15,0,2.1,0,0,0,0,0,1064.1
2024/5/1,8:30:00,1096.2,0,293,642,95,0,1,0,50,14,0,1.2,0,0,0,0,0,1096.2
2024/5/1,9:00:00,1134.5,0,308,652,100,0,1,0,50,22,0,1.5,0,0,0,0,0,1134.5
2024/5/1,9:30:00,1134.4,0,305,649,100,0,1,0,51,26,0,2.4,0,0,0,0,0,1134.4
2024/5/1,10:00:00,1143.9,0,322,641,91,0,1,0,51,35,0,2.9,0,0,0,0,0,1143.9
2024/5/1,10:30:00,1130.9,0,327,638,91,0,1,0,51,20,0,2.9,0,0,0,0,0,1130.9
2024/5/1,11:00:00,1094.8,0,297,627,93,0,1,0,51,24,0,1.8,0,0,0,0,0,1094.8
2024/5/1,11:30:00,1087.3,0,293,560,93,0,1,0,51,88,0,1.3,0,0,0,0,0,1087.3
2024/5/1,12:00:00,1159.6,0,290,440,126,0,1,0,51,250,0,1.6,0,0,0,0,0,1159.6
2024/5/1,12:30:00,1181.3,0,302,425,126,0,1,0,51,274,0,2.3,0,0,0,0,0,1181.3
2024/5/1,13:00:00,1175.5,0,300,482,119,0,1,0,51,220,0,2.5,0,0,0,0,0,1175.5
2024/5/1,13:30:00,1137.1,0,284,503,119,0,1,0,51,177,0,2.1,0,0,0,0,0,1137.1
2024/5/1,14:00:00,1140.4,0,293,515,109,0,1,0,51,169,0,2.4,0,0,0,0,0,1140.4
2024/5/1,14:30:00,1112.3,0,282,526,109,0,1,0,51,141,0,2.3,0,0,0,0,0,1112.3
2024/5/1,15:00:00,1127.4,0,293,517,103,0,1,0,51,160,0,2.4,0,0,0,0,0,1127.4
2024/5/1,15:30:00,1123.2,0,293,529,103,0,1,0,51,144,0,2.2,0,0,0,0,0,1123.2
2024/5/1,16:00:00,1087,0,299,542,101,0,1,0,51,91,0,2,0,0,0,0,0,1087
2024/5/1,16:30:00,1055.2,0,288,540,101,0,1,0,51,72,0,2.2,0,0,0,0,0,1055.2
2024/5/1,17:00:00,1051.7,0,297,538,99,0,1,0,51,64,0,1.7,0,0,0,0,0,1051.7
2024/5/1,17:30:00,1038.2,0,291,548,99,0,1,0,51,46,0,2.2,0,0,0,0,0,1038.2
2024/5/1,18:00:00,1023,0,287,568,99,0,1,0,51,15,0,2,0,0,0,0,0,1023
2024/5/1,18:30:00,1017.8,0,288,571,99,0,1,0,51,6,0,1.8,0,0,0,0,0,1017.8
2024/5/1,19:00:00,1041.8,0,287,602,99,0,1,0,51,0,0,1.8,0,0,0,0,0,1041.8
2024/5/1,19:30:00,1025.7,0,283,590,99,0,1,0,51,0,0,1.7,0,0,0,0,0,1025.7
2024/5/1,20:00:00,1015.4,0,280,586,96,0,1,0,51,0,0,1.4,0,0,0,0,0,1015.4
