単位[MW平均],,,供給力
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/7/1,0:00,2794,0,0,1570,230,138,1032,0,85,0,0,9,0,0,0,-312,41,2794
2025/7/1,0:30,2745,0,0,1579,238,138,1004,0,84,0,0,10,0,0,0,-350,42,2745
2025/7/1,1:00,2655,0,0,1577,199,138,1054,0,84,0,0,11,0,0,0,-450,41,2655
2025/7/1,1:30,2665,0,0,1579,179,139,1135,0,87,0,0,12,0,0,0,-506,42,2665
2025/7/1,2:00,2666,0,0,1578,238,140,1135,0,84,0,0,14,0,0,0,-566,43,2666
2025/7/1,2:30,2735,0,0,1579,238,221,1123,0,85,0,0,14,0,0,0,-566,42,2735
2025/7/1,3:00,2734,0,0,1577,238,238,1132,0,74,0,0,14,0,0,0,-580,41,2734
2025/7/1,3:30,2788,0,0,1589,240,236,1167,0,66,0,0,15,0,0,0,-566,42,2788
2025/7/1,4:00,2780,0,0,1590,238,236,1083,0,65,1,0,16,0,0,0,-490,41,2780
2025/7/1,4:30,2850,0,0,1597,238,225,1135,0,63,7,0,18,0,0,0,-474,42,2850
2025/7/1,5:00,2860,0,0,1633,164,167,1132,0,65,24,0,17,0,0,0,-384,41,2860
2025/7/1,5:30,2789,0,0,1590,116,127,1110,0,63,58,0,18,0,0,0,-332,40,2789
2025/7/1,6:00,2771,0,0,1378,117,76,1170,0,65,107,0,15,0,0,0,-200,43,2771
2025/7/1,6:30,2858,0,0,1187,116,77,1180,0,63,167,0,13,0,0,0,12,42,2858
2025/7/1,7:00,2979,0,0,1321,117,77,1171,0,64,203,0,11,0,0,0,-26,41,2979
2025/7/1,7:30,3151,0,0,1479,116,74,1169,0,65,246,0,9,0,0,0,-50,42,3151
2025/7/1,8:00,3421,0,0,1434,117,73,1229,0,63,337,0,7,0,0,0,120,41,3421
2025/7/1,8:30,3752,0,0,1630,164,104,1280,0,63,454,0,5,0,0,0,10,42,3752
2025/7/1,9:00,3970,0,0,1423,203,136,1222,0,65,570,0,4,0,0,0,306,41,3970
2025/7/1,9:30,4061,0,0,1557,238,136,1237,0,64,669,0,3,0,0,0,116,42,4061
2025/7/1,10:00,4122,0,0,1373,240,134,1193,0,67,842,0,2,0,0,0,228,43,4122
2025/7/1,10:30,4251,0,0,1367,177,136,1216,0,67,943,0,1,0,0,0,302,42,4251
2025/7/1,11:00,4325,0,0,1613,171,134,1198,0,69,984,0,1,0,0,0,114,41,4325
2025/7/1,11:30,4376,0,0,1542,199,133,1188,0,67,1048,0,1,0,0,0,158,42,4376
2025/7/1,12:00,4273,0,0,1516,216,133,1112,0,68,1034,0,1,0,0,0,152,41,4273
2025/7/1,12:30,4273,0,0,1575,211,133,1129,0,68,1056,0,1,0,0,0,60,40,4273
2025/7/1,13:00,4431,0,0,1601,216,173,1193,0,68,981,0,2,0,0,0,154,43,4431
2025/7/1,13:30,4459,0,0,1603,193,200,1218,0,66,953,0,1,0,0,0,184,42,4459
2025/7/1,14:00,4443,0,0,1581,195,189,1248,0,68,884,0,1,0,0,0,236,41,4443
2025/7/1,14:30,4485,0,0,1772,177,185,1316,0,66,838,0,1,0,0,0,88,42,4485
2025/7/1,15:00,4385,0,0,1889,183,238,1377,0,68,685,0,2,0,0,0,-98,41,4385
2025/7/1,15:30,4397,0,0,1886,155,244,1609,0,68,568,0,1,0,0,0,-176,42,4397
2025/7/1,16:00,4353,0,0,1885,164,243,1757,0,66,452,0,1,0,0,0,-258,43,4353
2025/7/1,16:30,4255,0,0,1883,237,270,1774,0,69,372,0,0,0,0,0,-392,42,4255
2025/7/1,17:00,4102,0,0,1901,238,345,1899,0,64,278,0,0,0,0,0,-664,41,4102
2025/7/1,17:30,4025,0,0,1917,240,265,1769,0,64,184,0,1,0,0,0,-456,42,4025
2025/7/1,18:00,3940,0,0,1916,237,251,1785,0,65,101,0,1,0,0,0,-456,41,3940
2025/7/1,18:30,3862,0,0,1912,238,261,1842,0,64,41,0,1,0,0,0,-538,40,3862
2025/7/1,19:00,3769,0,0,2005,237,263,1794,0,63,5,0,1,0,0,0,-640,41,3769
2025/7/1,19:30,3653,0,0,2086,238,262,1796,0,65,2,0,1,0,0,0,-838,42,3653
2025/7/1,20:00,3584,0,0,2086,240,296,1680,0,65,1,0,2,0,0,0,-828,43,3584
2025/7/1,20:30,3501,0,0,2084,238,318,1598,0,63,1,0,3,0,0,0,-846,42,3501
2025/7/1,21:00,3394,0,0,2085,238,324,1273,0,65,0,0,4,0,0,0,-636,41,3394
2025/7/1,21:30,3312,0,0,2087,232,310,1050,0,65,0,0,4,0,0,0,-478,42,3312
2025/7/1,22:00,3264,0,0,2091,201,232,1146,0,63,0,0,6,0,0,0,-516,41,3264
2025/7/1,22:30,3185,0,0,2138,228,205,920,0,65,0,0,5,0,0,0,-418,42,3185
2025/7/1,23:00,3088,0,0,2132,228,186,877,0,65,0,0,7,0,0,0,-448,41,3088
2025/7/1,23:30,2985,0,0,1992,230,188,877,0,65,0,0,7,0,0,0,-416,42,2985
2025/7/2,0:00,2882,0,0,2243,238,181,828,0,64,0,0,8,0,0,0,-724,43,2882
2025/7/2,0:30,2816,0,0,2261,238,134,809,0,64,0,0,6,0,0,0,-738,42,2816
2025/7/2,1:00,2759,0,0,2248,236,152,826,0,64,0,0,5,0,0,0,-814,41,2759
2025/7/2,1:30,2760,0,0,2243,208,133,865,0,62,0,0,6,0,0,0,-796,40,2760
2025/7/2,2:00,2777,0,0,2261,236,148,845,0,64,0,0,6,0,0,0,-824,41,2777
2025/7/2,2:30,2820,0,0,2216,238,136,861,0,64,0,0,6,0,0,0,-742,42,2820
2025/7/2,3:00,2848,0,0,2188,220,125,934,0,64,0,0,6,0,0,0,-730,41,2848
2025/7/2,3:30,2881,0,0,2192,236,74,945,0,65,0,0,5,0,0,0,-676,42,2881
2025/7/2,4:00,2846,0,0,2137,238,68,929,0,64,1,0,6,0,0,0,-638,41,2846
2025/7/2,4:30,2900,0,0,2151,240,67,929,0,63,4,0,6,0,0,0,-602,42,2900
2025/7/2,5:00,2884,0,0,2164,228,69,961,0,64,13,0,5,0,0,0,-664,43,2884
2025/7/2,5:30,2837,0,0,2170,191,69,968,0,65,36,0,7,0,0,0,-710,42,2837
2025/7/2,6:00,2832,0,0,2251,226,70,1007,0,64,56,0,6,0,0,0,-890,41,2832
2025/7/2,6:30,2909,0,0,2201,199,72,1045,0,65,89,0,7,0,0,0,-810,42,2909
2025/7/2,7:00,3027,0,0,2230,185,69,1077,0,65,111,0,6,0,0,0,-758,41,3027
2025/7/2,7:30,3201,0,0,2243,224,71,1103,0,65,123,0,5,0,0,0,-672,40,3201
2025/7/2,8:00,3457,0,0,2119,220,73,1088,0,62,152,0,4,0,0,0,-302,41,3457
2025/7/2,8:30,3746,0,0,2087,238,94,1145,0,64,244,0,4,0,0,0,-172,42,3746
2025/7/2,9:00,3885,0,0,2067,238,126,1155,0,64,359,0,5,0,0,0,-170,41,3885
2025/7/2,9:30,3981,0,0,2034,181,186,1147,0,64,445,0,7,0,0,0,-126,42,3981
2025/7/2,10:00,4038,0,0,2066,128,239,1133,0,64,513,0,4,0,0,0,-152,43,4038
2025/7/2,10:30,4141,0,0,2005,158,237,1083,0,64,647,0,5,0,0,0,-100,42,4141
2025/7/2,11:00,4180,0,0,2103,150,240,1147,0,62,664,0,3,0,0,0,-230,41,4180
2025/7/2,11:30,4194,0,0,2081,154,240,1114,0,64,703,0,2,0,0,0,-204,40,4194
2025/7/2,12:00,4075,0,0,1941,120,236,1146,0,64,789,0,3,0,0,0,-266,41,4075
2025/7/2,12:30,4114,0,0,1952,116,234,1133,0,63,876,0,2,0,0,0,-304,42,4114
