単位[MW平均],,,供給力,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/6/1,0:00:00,751,0,154,475,70,0,1,0,51,0,0,0,0,0,0,0,0,751
2025/6/1,0:30:00,724,0,150,452,70,0,1,0,51,0,0,0,0,0,0,0,0,724
2025/6/1,1:00:00,711,0,154,438,67,0,1,0,51,0,0,0,0,0,0,0,0,711
2025/6/1,1:30:00,696,0,151,426,67,0,1,0,51,0,0,0,0,0,0,0,0,696
2025/6/1,2:00:00,702,0,152,432,66,0,1,0,51,0,0,0,0,0,0,0,0,702
2025/6/1,2:30:00,706,0,153,435,66,0,1,0,51,0,0,0,0,0,0,0,0,706
2025/6/1,3:00:00,719,0,152,449,66,0,1,0,51,0,0,0,0,0,0,0,0,719
2025/6/1,3:30:00,715,0,154,443,66,0,1,0,51,0,0,0,0,0,0,0,0,715
2025/6/1,4:00:00,726,0,151,456,67,0,1,0,51,0,0,0,0,0,0,0,0,726
2025/6/1,4:30:00,716,0,151,446,67,0,1,0,51,0,0,0,0,0,0,0,0,716
2025/6/1,5:00:00,735,0,151,463,69,0,1,0,51,0,0,0,0,0,0,0,0,735
2025/6/1,5:30:00,700,0,154,423,69,0,1,0,51,2,0,0,0,0,0,0,0,700
2025/6/1,6:00:00,698,0,156,409,70,0,1,0,51,11,0,0,0,0,0,0,0,698
2025/6/1,6:30:00,682,0,152,387,70,0,1,0,51,21,0,0,0,0,0,0,0,682
2025/6/1,7:00:00,720,0,150,412,75,0,1,0,51,31,0,0,0,0,0,0,0,720
2025/6/1,7:30:00,733,0,152,402,75,0,1,0,51,52,0,0,0,0,0,0,0,733
2025/6/1,8:00:00,788.1,0,160,415,79,0,1,0,51,82,0,0.1,0,0,0,0,0,788.1
2025/6/1,8:30:00,813.1,0,161,404,79,0,1,0,51,117,0,0.1,0,0,0,0,0,813.1
2025/6/1,9:00:00,834.1,0,165,402,83,0,1,0,51,132,0,0.1,0,0,0,0,0,834.1
2025/6/1,9:30:00,848.3,0,157,407,83,0,1,0,51,149,0,0.3,0,0,0,0,0,848.3
2025/6/1,10:00:00,890.3,0,178,416,86,0,1,0,51,158,0,0.3,0,0,0,0,0,890.3
2025/6/1,10:30:00,906.4,0,152,396,86,0,1,0,51,220,0,0.4,0,0,0,0,0,906.4
2025/6/1,11:00:00,926.5,0,155,410,92,0,1,0,51,217,0,0.5,0,0,0,0,0,926.5
2025/6/1,11:30:00,903.5,0,168,442,92,0,1,0,51,149,0,0.5,0,0,0,0,0,903.5
2025/6/1,12:00:00,887.3,0,161,474,93,0,1,0,51,107,0,0.3,0,0,0,0,0,887.3
2025/6/1,12:30:00,876.4,0,159,450,93,0,1,0,51,122,0,0.4,0,0,0,0,0,876.4
2025/6/1,13:00:00,885.5,0,160,450,93,0,1,0,51,130,0,0.5,0,0,0,0,0,885.5
2025/6/1,13:30:00,896.6,0,157,460,93,0,1,0,51,134,0,0.6,0,0,0,0,0,896.6
2025/6/1,14:00:00,908.9,0,152,479,91,0,1,0,51,134,0,0.9,0,0,0,0,0,908.9
2025/6/1,14:30:00,905.4,0,155,482,91,0,1,0,51,124,0,1.4,0,0,0,0,0,905.4
