単位[MW平均],,,供給力,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/9/1,0:00,2598,870,108,3078,0,46,212,,292,0,0,54,0,-8,0,-2054,,2598
2025/9/1,0:30,2504,870,106,3082,0,50,212,,290,0,0,64,0,-302,0,-1868,,2504
2025/9/1,1:00,2432,870,100,3078,0,60,202,,288,0,0,56,0,-302,0,-1920,,2432
2025/9/1,1:30,2396,872,100,3080,0,50,212,,292,0,0,44,0,-302,0,-1952,,2396
2025/9/1,2:00,2366,870,100,3082,0,58,198,,294,0,0,34,0,-300,0,-1970,,2366
2025/9/1,2:30,2400,872,100,3078,0,58,214,,284,0,0,44,0,-302,0,-1948,,2400
2025/9/1,3:00,2404,870,99,3041,0,56,222,,292,0,0,38,0,-300,0,-1914,,2404
2025/9/1,3:30,2442,870,100,3058,0,40,210,,292,0,0,38,0,-300,0,-1866,,2442
2025/9/1,4:00,2478,872,100,3054,0,24,198,,292,0,0,44,0,-300,0,-1806,,2478
2025/9/1,4:30,2600,874,101,3059,0,16,210,,294,0,0,46,0,0,0,-2000,,2600
2025/9/1,5:00,2672,874,109,3063,0,18,170,,294,0,0,42,0,0,0,-1898,,2672
2025/9/1,5:30,2744,872,143,3057,0,30,164,,292,10,0,52,0,0,0,-1876,,2744
2025/9/1,6:00,2862,872,105,3015,0,48,164,,294,136,0,48,0,0,0,-1820,,2862
2025/9/1,6:30,2926,872,101,2903,0,44,180,,292,368,0,50,0,0,0,-1884,,2926
2025/9/1,7:00,3060,872,99,2845,0,58,166,,292,628,0,42,0,0,0,-1942,,3060
2025/9/1,7:30,3276,872,101,2869,0,52,188,,288,914,0,44,0,0,0,-2052,,3276
2025/9/1,8:00,3616,872,97,2923,0,54,194,,290,1208,0,36,0,0,0,-2058,,3616
2025/9/1,8:30,3968,870,94,2990,0,58,214,,284,1484,0,36,0,0,0,-2062,,3968
2025/9/1,9:00,4150,870,96,2958,0,62,218,,288,1710,0,30,0,0,0,-2082,,4150
2025/9/1,9:30,4274,870,127,2835,0,74,234,,282,1892,0,42,0,0,0,-2082,,4274
2025/9/1,10:00,4348,870,163,2755,0,82,220,,288,2012,0,38,0,0,0,-2080,,4348
2025/9/1,10:30,4480,872,181,2723,0,86,224,,280,2130,0,38,0,4,0,-2058,,4480
2025/9/1,11:00,4554,870,201,2828,0,85,180,,290,2120,0,40,0,2,0,-2062,,4554
2025/9/1,11:30,4568,872,234,2675,0,117,186,,278,2148,0,42,0,2,0,-1986,,4568
2025/9/1,12:00,4480,872,250,2599,0,123,182,,288,2146,0,42,0,2,-8,-2016,,4480
2025/9/1,12:30,4490,872,234,2697,0,113,204,,278,2124,0,42,0,0,0,-2074,,4490
2025/9/1,13:00,4630,870,257,2924,0,113,194,,288,2038,0,42,0,0,0,-2096,,4630
2025/9/1,13:30,4676,870,257,3006,0,123,194,,280,1950,0,50,0,0,0,-2054,,4676
2025/9/1,14:00,4664,870,317,3058,0,111,154,,288,1846,0,44,0,0,0,-2024,,4664
2025/9/1,14:30,4628,870,390,3145,0,103,188,,282,1690,0,44,0,0,0,-2084,,4628
2025/9/1,15:00,4554,870,454,3203,0,77,208,,288,1456,0,56,0,0,0,-2058,,4554
2025/9/1,15:30,4644,868,447,3192,0,111,246,,282,1218,0,66,0,196,0,-1982,,4644
2025/9/1,16:00,4668,870,474,3241,0,149,298,,288,964,0,80,0,260,0,-1956,,4668
2025/9/1,16:30,4696,870,513,3286,0,151,344,,284,688,0,90,0,272,0,-1802,,4696
2025/9/1,17:00,4570,872,581,3320,0,163,458,,290,432,0,90,0,302,8,-1946,,4570
