単位[MW平均],,供給力,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/5/1,00:00,4606,808,986,1530,112,398,0,262,0,313,0,0,0,68,0,98,0,30,0,4605
2025/5/1,00:30,4439,808,954,1526,112,396,0,281,0,313,0,0,0,70,0,157,0,-178,0,4439
2025/5/1,01:00,4431,808,1004,1539,112,398,0,290,0,313,0,0,0,56,0,129,-2,-216,0,4431
2025/5/1,01:30,4478,808,981,1525,113,396,0,296,0,314,0,0,0,52,0,141,0,-148,0,4478
2025/5/1,02:00,4593,808,1023,1535,113,394,0,312,0,313,0,0,0,61,0,167,0,-132,0,4594
2025/5/1,02:30,4796,808,962,1583,112,396,0,313,0,312,0,0,0,61,0,242,0,6,0,4795
2025/5/1,03:00,5013,810,841,1532,115,398,0,314,0,313,0,0,0,65,0,91,0,534,0,5013
2025/5/1,03:30,5239,808,1038,1616,115,396,0,332,0,313,0,0,0,70,0,585,0,-34,0,5239
2025/5/1,04:00,5375,808,1085,1618,116,398,0,301,0,313,0,0,0,68,0,709,0,-42,0,5374
2025/5/1,04:30,5500,810,1082,1605,116,396,0,282,0,313,0,0,0,74,0,897,0,-76,0,5499
2025/5/1,05:00,5462,808,1079,1600,116,398,0,290,0,313,0,1,0,70,0,818,0,-32,0,5461
2025/5/1,05:30,5411,810,1087,1600,114,398,0,317,0,315,0,124,0,69,0,679,0,-102,0,5411
2025/5/1,06:00,5370,810,948,1442,116,394,0,292,0,315,0,524,0,68,0,107,0,352,0,5368
2025/5/1,06:30,5104,808,633,1280,115,394,8,293,0,315,0,1099,0,60,0,78,0,28,0,5103
2025/5/1,07:00,4934,810,421,1021,114,381,31,291,0,316,0,1755,0,58,0,150,0,-384,0,4933
2025/5/1,07:30,4743,806,488,889,113,300,97,317,0,314,0,2440,0,55,0,161,0,-1140,0,4743
2025/5/1,08:00,4816,810,421,792,113,229,196,305,0,300,6,3077,0,61,0,-140,0,-1152,0,4816
2025/5/1,08:30,4917,808,400,829,111,196,243,276,0,264,35,3688,0,73,0,-616,0,-1112,0,4917
2025/5/1,09:00,4976,808,367,725,112,188,243,277,0,220,88,4211,0,80,0,-697,0,-1316,0,4975
2025/5/1,09:30,4994,810,401,782,111,192,243,283,0,203,116,4483,125,90,0,-933,0,-1428,0,4994
2025/5/1,10:00,5071,808,327,656,111,190,243,275,0,201,117,4670,333,102,0,-1360,0,-910,0,5070
2025/5/1,10:30,5194,810,472,852,111,190,226,316,0,201,116,4790,476,112,0,-1281,0,-1380,0,5193
2025/5/1,11:00,5260,808,390,808,111,190,219,309,0,200,116,4944,476,122,0,-1440,0,-1182,0,5260
2025/5/1,11:30,5238,810,465,835,109,192,219,317,0,201,116,4773,713,117,0,-1267,0,-1314,0,5238
2025/5/1,12:00,5141,808,435,816,111,200,222,280,0,202,117,4640,748,121,0,-1434,0,-1038,0,5141
2025/5/1,12:30,4935,808,406,820,111,190,222,277,0,202,117,4498,725,129,0,-1504,0,-1002,0,4935
2025/5/1,13:00,5219,808,445,774,111,192,217,270,0,200,116,4576,449,127,0,-1560,0,-726,0,5217
2025/5/1,13:30,5132,810,451,846,111,190,223,261,0,199,116,4390,467,137,0,-1116,0,-1146,0,5133
2025/5/1,14:00,5103,808,365,791,111,194,241,269,0,200,115,4597,0,134,0,-970,0,-1396,0,5103
2025/5/1,14:30,5121,808,461,903,111,202,241,322,0,219,89,4192,0,125,0,-406,0,-1816,0,5121
2025/5/1,15:00,5158,810,463,1037,111,190,211,314,0,266,37,3521,0,133,0,9,0,-1696,0,5158
2025/5/1,15:30,5311,806,629,1302,111,201,135,297,0,290,6,2800,0,136,0,159,0,-1420,0,5311
2025/5/1,16:00,5325,808,943,1519,113,228,73,258,0,299,0,2002,0,141,0,30,0,-1016,0,5325
2025/5/1,16:30,5297,810,1111,1608,113,306,42,270,0,305,0,1264,0,146,0,103,0,-740,0,5296
2025/5/1,17:00,5251,806,1101,1580,114,384,14,309,0,310,0,764,0,146,0,181,0,-446,0,5249
2025/5/1,17:30,5192,808,1122,1618,115,392,0,373,0,312,0,396,0,137,0,281,0,-362,0,5192
2025/5/1,18:00,5305,808,1217,1616,112,396,0,393,0,314,0,156,0,139,0,696,1,-544,0,5304
2025/5/1,18:30,5453,808,1260,1616,114,392,0,396,0,315,0,9,0,147,0,1027,1,-632,0,5453
2025/5/1,19:00,5399,808,1262,1618,113,392,0,342,0,313,0,0,0,150,0,967,1,-566,0,5400
2025/5/1,19:30,5301,810,1261,1620,112,392,0,329,0,312,0,0,0,145,0,981,1,-662,0,5301
2025/5/1,20:00,5162,808,1226,1616,112,395,0,323,0,312,0,0,0,136,0,848,1,-614,0,5163
2025/5/1,20:30,5042,810,1159,1620,112,393,0,341,0,312,0,0,0,131,0,437,1,-272,0,5044
2025/5/1,21:00,4846,808,1191,1621,109,396,0,345,0,313,0,0,0,136,0,250,0,-324,0,4845
2025/5/1,21:30,4706,808,1170,1623,111,399,0,341,0,312,0,0,0,137,0,244,0,-440,0,4705
2025/5/1,22:00,4548,810,990,1623,110,408,0,336,0,312,0,0,0,121,0,199,0,-360,0,4549
2025/5/1,22:30,4482,808,1032,1621,110,399,0,302,0,311,0,0,0,101,0,123,0,-324,0,4483
2025/5/1,23:00,4437,808,1012,1602,109,399,0,275,0,314,0,0,0,74,0,123,0,-280,0,4436
2025/5/1,23:30,4375,810,894,1494,109,396,0,276,0,314,0,0,0,54,0,123,0,-96,0,4374
